UID,NERC,Region,Start,End,Center,Center_DOY,T_Max_Min,Duration,Regions_Impacted
HW_NERC8_Event89,8,MT,2011-07-21,2011-07-23,2011-07-22,203,82.81,3,11.0
HW_NERC8_Event90,8,MT,2012-07-12,2012-07-15,2012-07-13,195,85.16,4,4.0
HW_NERC8_Event91,8,MT,2012-08-04,2012-08-04,2012-08-04,217,81.57,1,6.0
HW_NERC8_Event92,8,MT,2013-06-01,2013-06-01,2013-06-01,152,81.65,1,1.0
HW_NERC8_Event93,8,MT,2013-07-04,2013-07-07,2013-07-05,186,85.51,4,3.0
HW_NERC8_Event94,8,MT,2013-07-14,2013-07-19,2013-07-16,197,85.22,6,5.0
HW_NERC8_Event95,8,MT,2013-08-20,2013-08-21,2013-08-20,232,82.37,2,2.0
HW_NERC8_Event96,8,MT,2014-06-28,2014-07-03,2014-06-30,181,85.83,6,1.0
HW_NERC8_Event97,8,MT,2014-07-22,2014-07-22,2014-07-22,203,80.78,1,4.0
HW_NERC8_Event98,8,MT,2014-08-25,2014-08-26,2014-08-25,237,82.49,2,2.0
HW_NERC8_Event99,8,MT,2015-08-16,2015-08-19,2015-08-17,229,84.46,4,5.0
HW_NERC8_Event100,8,MT,2015-09-07,2015-09-08,2015-09-07,250,81.19,2,3.0
HW_NERC8_Event101,8,MT,2016-07-13,2016-07-15,2016-07-14,196,83.61,3,5.0
HW_NERC8_Event102,8,MT,2016-08-05,2016-08-05,2016-08-05,218,80.93,1,1.0
HW_NERC8_Event103,8,MT,2017-06-12,2017-06-12,2017-06-12,163,81.75,1,3.0
HW_NERC8_Event104,8,MT,2017-07-20,2017-07-20,2017-07-20,201,81.75,1,8.0
HW_NERC8_Event105,8,MT,2017-09-24,2017-09-26,2017-09-25,268,83.55,3,2.0
HW_NERC8_Event106,8,MT,2018-06-30,2018-07-05,2018-07-02,183,87.92,6,6.0
HW_NERC8_Event107,8,MT,2018-07-09,2018-07-09,2018-07-09,190,82.08,1,5.0
HW_NERC8_Event108,8,MT,2018-07-28,2018-07-28,2018-07-28,209,81.09,1,3.0
HW_NERC8_Event109,8,MT,2018-07-31,2018-08-02,2018-08-01,213,82.33,3,4.0
HW_NERC8_Event110,8,MT,2018-08-05,2018-08-08,2018-08-06,218,84.39,4,7.0
HW_NERC8_Event111,8,MT,2018-08-27,2018-08-28,2018-08-27,239,81.93,2,5.0
HW_NERC8_Event112,8,MT,2019-07-04,2019-07-06,2019-07-05,186,86.17,3,4.0
HW_NERC8_Event113,8,MT,2019-07-20,2019-07-20,2019-07-20,201,81.77,1,7.0
HW_NERC8_Event114,8,MT,2019-07-27,2019-07-31,2019-07-29,210,83.79,5,3.0
HW_NERC8_Event115,8,MT,2020-05-27,2020-05-29,2020-05-28,149,84.58,3,1.0
HW_NERC8_Event116,8,MT,2020-06-17,2020-06-22,2020-06-19,171,88.23,6,1.0
HW_NERC8_Event117,8,MT,2020-07-10,2020-07-10,2020-07-10,192,81.1,1,7.0
HW_NERC8_Event118,8,MT,2020-07-19,2020-07-19,2020-07-19,201,81.27,1,5.0
HW_NERC8_Event119,8,MT,2020-07-24,2020-07-29,2020-07-26,208,83.85,6,4.0
HW_NERC8_Event120,8,MT,2020-08-02,2020-08-02,2020-08-02,215,80.98,1,5.0
HW_NERC8_Event121,8,MT,2020-08-08,2020-08-13,2020-08-10,223,84.99,6,5.0
HW_NERC8_Event122,8,MT,2021-06-06,2021-06-08,2021-06-07,158,84.91,3,3.0
HW_NERC8_Event123,8,MT,2021-06-27,2021-06-29,2021-06-28,179,85.36,3,6.0
HW_NERC8_Event124,8,MT,2021-08-12,2021-08-13,2021-08-12,224,84.38,2,8.0
HW_NERC8_Event125,8,MT,2021-08-19,2021-08-20,2021-08-19,231,82.91,2,1.0
HW_NERC8_Event126,8,MT,2021-08-24,2021-08-26,2021-08-25,237,84.71,3,7.0
HW_NERC8_Event127,8,MT,2022-07-17,2022-07-24,2022-07-20,201,84.75,8,11.0
HW_NERC8_Event128,8,MT,2022-08-01,2022-08-01,2022-08-01,213,81.63,1,6.0
HW_NERC8_Event129,8,MT,2022-08-03,2022-08-07,2022-08-05,217,83.69,5,7.0
HW_NERC8_Event130,8,MT,2022-08-21,2022-08-21,2022-08-21,233,80.64,1,2.0
HW_NERC8_Event131,8,MT,2022-08-29,2022-08-29,2022-08-29,241,80.61,1,3.0
HW_NERC8_Event132,8,MT,2023-05-31,2023-06-01,2023-05-31,151,81.89,2,1.0
HW_NERC8_Event133,8,MT,2023-07-05,2023-07-07,2023-07-06,187,85.32,3,4.0
HW_NERC8_Event134,8,MT,2023-07-18,2023-07-18,2023-07-18,199,82.08,1,7.0
HW_NERC8_Event135,8,MT,2023-07-24,2023-07-25,2023-07-24,205,81.33,2,6.0
HW_NERC8_Event136,8,MT,2023-07-27,2023-07-27,2023-07-27,208,80.98,1,9.0
HW_NERC8_Event137,8,MT,2023-09-05,2023-09-07,2023-09-06,249,82.1,3,7.0
HW_NERC8_Event138,8,MT,2024-06-18,2024-06-20,2024-06-19,171,88.07,3,3.0
HW_NERC8_Event139,8,MT,2024-07-08,2024-07-09,2024-07-08,190,83.95,2,8.0
HW_NERC8_Event140,8,MT,2024-07-13,2024-07-18,2024-07-15,197,84.88,6,10.0
HW_NERC8_Event141,8,MT,2024-08-01,2024-08-03,2024-08-02,215,82.58,3,12.0
HW_NERC9_Event1,9,NYISO,1980-07-19,1980-07-21,1980-07-20,202,85.55,3,6.0
HW_NERC9_Event2,9,NYISO,1980-08-05,1980-08-08,1980-08-06,219,84.09,4,7.0
HW_NERC9_Event3,9,NYISO,1981-07-07,1981-07-12,1981-07-09,190,84.99,6,6.0
HW_NERC9_Event4,9,NYISO,1982-07-16,1982-07-18,1982-07-17,198,84.78,3,3.0
HW_NERC9_Event5,9,NYISO,1983-06-14,1983-06-14,1983-06-14,165,82.78,1,1.0
HW_NERC9_Event6,9,NYISO,1983-07-03,1983-07-04,1983-07-03,184,84.39,2,4.0
HW_NERC9_Event7,9,NYISO,1983-07-15,1983-07-17,1983-07-16,197,83.82,3,4.0
HW_NERC9_Event8,9,NYISO,1983-07-29,1983-07-29,1983-07-29,210,82.63,1,2.0
HW_NERC9_Event9,9,NYISO,1983-08-07,1983-08-07,1983-08-07,219,82.43,1,5.0
HW_NERC9_Event10,9,NYISO,1983-09-05,1983-09-05,1983-09-05,248,83.12,1,3.0
HW_NERC9_Event11,9,NYISO,1984-06-07,1984-06-10,1984-06-08,160,85.11,4,4.0
HW_NERC9_Event12,9,NYISO,1984-07-14,1984-07-15,1984-07-14,196,82.54,2,4.0
HW_NERC9_Event13,9,NYISO,1986-07-06,1986-07-07,1986-07-06,187,83.88,2,4.0
HW_NERC9_Event14,9,NYISO,1986-07-24,1986-07-24,1986-07-24,205,82.37,1,2.0
HW_NERC9_Event15,9,NYISO,1987-05-29,1987-05-31,1987-05-30,150,83.8,3,2.0
HW_NERC9_Event16,9,NYISO,1987-07-09,1987-07-13,1987-07-11,192,84.56,5,5.0
HW_NERC9_Event17,9,NYISO,1987-07-20,1987-07-25,1987-07-22,203,85.58,6,5.0
HW_NERC9_Event18,9,NYISO,1987-08-15,1987-08-17,1987-08-16,228,85.15,3,3.0
HW_NERC9_Event19,9,NYISO,1988-06-13,1988-06-15,1988-06-14,166,84.81,3,4.0
HW_NERC9_Event20,9,NYISO,1988-07-05,1988-07-11,1988-07-08,190,87.96,7,6.0
HW_NERC9_Event21,9,NYISO,1988-07-15,1988-07-18,1988-07-16,198,84.86,4,6.0
HW_NERC9_Event22,9,NYISO,1988-07-29,1988-08-06,1988-08-02,215,87.89,9,6.0
HW_NERC9_Event23,9,NYISO,1988-08-08,1988-08-15,1988-08-11,224,87.1,8,4.0
HW_NERC9_Event24,9,NYISO,1989-07-24,1989-07-26,1989-07-25,206,84.2,3,3.0
HW_NERC9_Event25,9,NYISO,1989-08-04,1989-08-05,1989-08-04,216,82.73,2,6.0
HW_NERC9_Event26,9,NYISO,1991-06-27,1991-06-28,1991-06-27,178,83.63,2,4.0
HW_NERC9_Event27,9,NYISO,1991-07-17,1991-07-23,1991-07-20,201,87.26,7,5.0
HW_NERC9_Event28,9,NYISO,1991-08-27,1991-08-30,1991-08-28,240,85.99,4,5.0
HW_NERC9_Event29,9,NYISO,1993-07-05,1993-07-11,1993-07-08,189,86.47,7,4.0
HW_NERC9_Event30,9,NYISO,1993-08-25,1993-08-27,1993-08-26,238,84.73,3,4.0
HW_NERC9_Event31,9,NYISO,1994-06-15,1994-06-19,1994-06-17,168,85.82,5,5.0
HW_NERC9_Event32,9,NYISO,1994-07-07,1994-07-08,1994-07-07,188,83.38,2,4.0
HW_NERC9_Event33,9,NYISO,1994-07-20,1994-07-21,1994-07-20,201,83.1,2,5.0
HW_NERC9_Event34,9,NYISO,1995-06-19,1995-06-19,1995-06-19,170,83.56,1,3.0
HW_NERC9_Event35,9,NYISO,1995-07-13,1995-07-16,1995-07-14,195,88.23,4,7.0
HW_NERC9_Event36,9,NYISO,1995-07-30,1995-08-03,1995-08-01,213,84.61,5,5.0
HW_NERC9_Event37,9,NYISO,1995-08-15,1995-08-17,1995-08-16,228,84.06,3,8.0
HW_NERC9_Event38,9,NYISO,1996-08-06,1996-08-06,1996-08-06,219,82.41,1,3.0
HW_NERC9_Event39,9,NYISO,1997-07-14,1997-07-17,1997-07-15,196,83.98,4,8.0
HW_NERC9_Event40,9,NYISO,1998-06-25,1998-06-25,1998-06-25,176,82.74,1,7.0
HW_NERC9_Event41,9,NYISO,1998-07-21,1998-07-21,1998-07-21,202,82.62,1,8.0
HW_NERC9_Event42,9,NYISO,1999-06-27,1999-06-27,1999-06-27,178,82.98,1,3.0
HW_NERC9_Event43,9,NYISO,1999-07-03,1999-07-06,1999-07-04,185,88.14,4,4.0
HW_NERC9_Event44,9,NYISO,1999-07-15,1999-07-18,1999-07-16,197,86.32,4,4.0
HW_NERC9_Event45,9,NYISO,1999-07-23,1999-07-24,1999-07-23,204,83.28,2,3.0
HW_NERC9_Event46,9,NYISO,1999-07-26,1999-08-01,1999-07-29,210,85.84,7,9.0
HW_NERC9_Event47,9,NYISO,2001-06-14,2001-06-14,2001-06-14,165,82.35,1,2.0
HW_NERC9_Event48,9,NYISO,2001-07-23,2001-07-24,2001-07-23,204,84.38,2,8.0
HW_NERC9_Event49,9,NYISO,2001-08-05,2001-08-10,2001-08-07,219,87.89,6,5.0
HW_NERC9_Event50,9,NYISO,2002-07-01,2002-07-04,2002-07-02,183,86.49,4,7.0
HW_NERC9_Event51,9,NYISO,2002-07-22,2002-07-22,2002-07-22,203,83.65,1,6.0
HW_NERC9_Event52,9,NYISO,2002-07-29,2002-08-04,2002-08-01,213,85.84,7,8.0
HW_NERC9_Event53,9,NYISO,2002-08-11,2002-08-17,2002-08-14,226,87.1,7,5.0
HW_NERC9_Event54,9,NYISO,2002-09-08,2002-09-09,2002-09-08,251,84.62,2,5.0
HW_NERC9_Event55,9,NYISO,2003-06-24,2003-06-26,2003-06-25,176,85.19,3,3.0
HW_NERC9_Event56,9,NYISO,2003-07-05,2003-07-05,2003-07-05,186,82.77,1,5.0
HW_NERC9_Event57,9,NYISO,2005-06-09,2005-06-09,2005-06-09,160,82.62,1,2.0
HW_NERC9_Event58,9,NYISO,2005-06-12,2005-06-13,2005-06-12,163,82.89,2,2.0
HW_NERC9_Event59,9,NYISO,2005-06-25,2005-06-28,2005-06-26,177,85.23,4,3.0
HW_NERC9_Event60,9,NYISO,2005-07-11,2005-07-15,2005-07-13,194,84.53,5,2.0
HW_NERC9_Event61,9,NYISO,2005-07-18,2005-07-18,2005-07-18,199,82.2,1,7.0
HW_NERC9_Event62,9,NYISO,2005-07-25,2005-07-26,2005-07-25,206,83.87,2,7.0
HW_NERC9_Event63,9,NYISO,2005-08-02,2005-08-05,2005-08-03,215,85.64,4,7.0
HW_NERC9_Event64,9,NYISO,2005-08-10,2005-08-12,2005-08-11,223,82.92,3,5.0
HW_NERC9_Event65,9,NYISO,2005-09-13,2005-09-13,2005-09-13,256,82.32,1,1.0
HW_NERC9_Event66,9,NYISO,2006-05-30,2006-05-30,2006-05-30,150,82.41,1,1.0
HW_NERC9_Event67,9,NYISO,2006-06-18,2006-06-18,2006-06-18,169,82.49,1,1.0
HW_NERC9_Event68,9,NYISO,2006-07-15,2006-07-18,2006-07-16,197,85.39,4,14.0
HW_NERC9_Event69,9,NYISO,2006-07-30,2006-08-03,2006-08-01,213,87.11,5,6.0
HW_NERC9_Event70,9,NYISO,2007-06-26,2007-06-27,2007-06-26,177,83.97,2,3.0
HW_NERC9_Event71,9,NYISO,2007-07-09,2007-07-10,2007-07-09,190,85.37,2,5.0
HW_NERC9_Event72,9,NYISO,2007-07-31,2007-08-03,2007-08-01,213,85.84,4,5.0
HW_NERC9_Event73,9,NYISO,2007-08-07,2007-08-08,2007-08-07,219,82.57,2,2.0
HW_NERC9_Event74,9,NYISO,2007-08-24,2007-08-25,2007-08-24,236,83.11,2,3.0
HW_NERC9_Event75,9,NYISO,2008-06-07,2008-06-10,2008-06-08,160,85.97,4,4.0
HW_NERC9_Event76,9,NYISO,2008-07-17,2008-07-18,2008-07-17,199,83.67,2,2.0
HW_NERC9_Event77,9,NYISO,2009-08-15,2009-08-18,2009-08-16,228,83.88,4,3.0
HW_NERC9_Event78,9,NYISO,2010-07-04,2010-07-09,2010-07-06,187,88.04,6,6.0
HW_NERC9_Event79,9,NYISO,2010-07-16,2010-07-16,2010-07-16,197,83.3,1,9.0
HW_NERC9_Event80,9,NYISO,2010-08-04,2010-08-04,2010-08-04,216,82.66,1,5.0
HW_NERC9_Event81,9,NYISO,2010-08-30,2010-09-02,2010-08-31,243,85.69,4,4.0
HW_NERC9_Event82,9,NYISO,2011-06-08,2011-06-08,2011-06-08,159,83.65,1,3.0
HW_NERC9_Event83,9,NYISO,2011-07-11,2011-07-12,2011-07-11,192,83.14,2,7.0
HW_NERC9_Event84,9,NYISO,2011-07-17,2011-07-23,2011-07-20,201,87.5,7,8.0
HW_NERC9_Event85,9,NYISO,2012-06-20,2012-06-21,2012-06-20,172,84.64,2,4.0
HW_NERC9_Event86,9,NYISO,2012-06-29,2012-06-30,2012-06-29,181,83.48,2,8.0
HW_NERC9_Event87,9,NYISO,2012-07-04,2012-07-07,2012-07-05,187,84.4,4,3.0
HW_NERC9_Event88,9,NYISO,2012-07-12,2012-07-12,2012-07-12,194,82.2,1,4.0
HW_NERC9_Event89,9,NYISO,2012-07-16,2012-07-18,2012-07-17,199,85.34,3,6.0
HW_NERC9_Event90,9,NYISO,2012-08-02,2012-08-04,2012-08-03,216,84.41,3,7.0
HW_NERC9_Event91,9,NYISO,2013-06-24,2013-06-24,2013-06-24,175,82.49,1,3.0
HW_NERC9_Event92,9,NYISO,2013-07-05,2013-07-06,2013-07-05,186,83.08,2,3.0
HW_NERC9_Event93,9,NYISO,2013-07-15,2013-07-19,2013-07-17,198,87.14,5,5.0
HW_NERC9_Event94,9,NYISO,2015-07-28,2015-07-29,2015-07-28,209,83.27,2,2.0
HW_NERC9_Event95,9,NYISO,2015-08-17,2015-08-17,2015-08-17,229,82.37,1,5.0
HW_NERC9_Event96,9,NYISO,2015-09-07,2015-09-08,2015-09-07,250,83.63,2,3.0
HW_NERC9_Event97,9,NYISO,2016-05-28,2016-05-28,2016-05-28,149,82.19,1,1.0
HW_NERC9_Event98,9,NYISO,2016-07-06,2016-07-07,2016-07-06,188,82.8,2,3.0
HW_NERC9_Event99,9,NYISO,2016-07-14,2016-07-14,2016-07-14,196,82.77,1,5.0
HW_NERC9_Event100,9,NYISO,2016-07-22,2016-07-24,2016-07-23,205,83.52,3,10.0
HW_NERC9_Event101,9,NYISO,2016-07-27,2016-07-28,2016-07-27,209,82.35,2,7.0
HW_NERC9_Event102,9,NYISO,2016-08-10,2016-08-14,2016-08-12,225,85.24,5,3.0
HW_NERC9_Event103,9,NYISO,2017-06-12,2017-06-12,2017-06-12,163,83.28,1,3.0
HW_NERC9_Event104,9,NYISO,2017-07-20,2017-07-20,2017-07-20,201,82.55,1,8.0
HW_NERC9_Event105,9,NYISO,2017-09-25,2017-09-26,2017-09-25,268,82.55,2,2.0
HW_NERC9_Event106,9,NYISO,2018-06-30,2018-07-05,2018-07-02,183,88.76,6,6.0
HW_NERC9_Event107,9,NYISO,2018-07-14,2018-07-16,2018-07-15,196,83.95,3,2.0
HW_NERC9_Event108,9,NYISO,2018-08-05,2018-08-07,2018-08-06,218,84.21,3,7.0
HW_NERC9_Event109,9,NYISO,2018-08-28,2018-08-29,2018-08-28,240,85.09,2,5.0
HW_NERC9_Event110,9,NYISO,2018-09-03,2018-09-05,2018-09-04,247,84.99,3,3.0
HW_NERC9_Event111,9,NYISO,2019-07-05,2019-07-05,2019-07-05,186,83.21,1,4.0
HW_NERC9_Event112,9,NYISO,2019-07-19,2019-07-21,2019-07-20,201,86.59,3,7.0
HW_NERC9_Event113,9,NYISO,2019-07-29,2019-07-29,2019-07-29,210,82.29,1,3.0
HW_NERC9_Event114,9,NYISO,2020-07-05,2020-07-11,2020-07-08,190,85.98,7,4.0
HW_NERC9_Event115,9,NYISO,2020-07-18,2020-07-20,2020-07-19,201,86.18,3,5.0
HW_NERC9_Event116,9,NYISO,2020-07-25,2020-07-29,2020-07-27,209,84.92,5,5.0
HW_NERC9_Event117,9,NYISO,2020-08-10,2020-08-11,2020-08-10,223,83.82,2,5.0
HW_NERC9_Event118,9,NYISO,2020-08-23,2020-08-23,2020-08-23,236,82.55,1,4.0
HW_NERC9_Event119,9,NYISO,2021-06-06,2021-06-07,2021-06-06,157,83.25,2,3.0
HW_NERC9_Event120,9,NYISO,2021-06-27,2021-06-30,2021-06-28,179,85.71,4,6.0
HW_NERC9_Event121,9,NYISO,2021-07-06,2021-07-06,2021-07-06,187,82.29,1,4.0
HW_NERC9_Event122,9,NYISO,2021-08-09,2021-08-13,2021-08-11,223,86.13,5,9.0
HW_NERC9_Event123,9,NYISO,2021-08-24,2021-08-26,2021-08-25,237,85.17,3,7.0
HW_NERC9_Event124,9,NYISO,2022-07-19,2022-07-24,2022-07-21,202,85.89,6,8.0
HW_NERC9_Event125,9,NYISO,2022-08-03,2022-08-08,2022-08-05,217,86.19,6,7.0
HW_NERC9_Event126,9,NYISO,2022-08-29,2022-08-29,2022-08-29,241,82.7,1,3.0
HW_NERC9_Event127,9,NYISO,2023-07-05,2023-07-07,2023-07-06,187,84.49,3,4.0
HW_NERC9_Event128,9,NYISO,2023-07-27,2023-07-28,2023-07-27,208,83.94,2,9.0
HW_NERC9_Event129,9,NYISO,2023-09-04,2023-09-06,2023-09-05,248,84.38,3,8.0
HW_NERC9_Event130,9,NYISO,2024-06-18,2024-06-22,2024-06-20,172,85.61,5,4.0
HW_NERC9_Event131,9,NYISO,2024-07-05,2024-07-09,2024-07-07,189,84.09,5,8.0
HW_NERC9_Event132,9,NYISO,2024-07-14,2024-07-16,2024-07-15,197,84.66,3,10.0
HW_NERC9_Event133,9,NYISO,2024-07-29,2024-08-04,2024-08-01,214,83.89,7,11.0
HW_NERC10_Event1,10,PJM,1980-07-15,1980-07-21,1980-07-18,200,92.15,7,7.0
HW_NERC10_Event2,10,PJM,1980-07-31,1980-08-10,1980-08-05,218,90.26,11,6.0
HW_NERC10_Event3,10,PJM,1981-06-15,1981-06-15,1981-06-15,166,88.16,1,2.0
HW_NERC10_Event4,10,PJM,1981-07-08,1981-07-11,1981-07-09,190,89.85,4,6.0
HW_NERC10_Event5,10,PJM,1983-07-03,1983-07-03,1983-07-03,184,88.48,1,4.0
HW_NERC10_Event6,10,PJM,1983-07-13,1983-07-17,1983-07-15,196,89.76,5,4.0
HW_NERC10_Event7,10,PJM,1983-07-20,1983-07-21,1983-07-20,201,88.11,2,4.0
HW_NERC10_Event8,10,PJM,1983-08-08,1983-08-08,1983-08-08,220,87.81,1,6.0
HW_NERC10_Event9,10,PJM,1983-08-18,1983-08-21,1983-08-19,231,90.75,4,5.0
HW_NERC10_Event10,10,PJM,1983-09-10,1983-09-11,1983-09-10,253,88.7,2,3.0
HW_NERC10_Event11,10,PJM,1984-06-08,1984-06-09,1984-06-08,160,88.49,2,4.0
HW_NERC10_Event12,10,PJM,1985-08-14,1985-08-14,1985-08-14,226,88.22,1,2.0
HW_NERC10_Event13,10,PJM,1985-09-04,1985-09-04,1985-09-04,247,87.68,1,1.0
HW_NERC10_Event14,10,PJM,1985-09-07,1985-09-08,1985-09-07,250,87.89,2,1.0
HW_NERC10_Event15,10,PJM,1986-07-06,1986-07-08,1986-07-07,188,90.85,3,4.0
HW_NERC10_Event16,10,PJM,1986-07-17,1986-07-20,1986-07-18,199,90.51,4,4.0
HW_NERC10_Event17,10,PJM,1987-07-09,1987-07-09,1987-07-09,190,87.93,1,4.0
HW_NERC10_Event18,10,PJM,1987-07-19,1987-07-26,1987-07-22,203,90.75,8,5.0
HW_NERC10_Event19,10,PJM,1987-08-03,1987-08-03,1987-08-03,215,88.23,1,4.0
HW_NERC10_Event20,10,PJM,1988-06-14,1988-06-14,1988-06-14,166,87.78,1,4.0
HW_NERC10_Event21,10,PJM,1988-06-21,1988-06-22,1988-06-21,173,91.28,2,6.0
HW_NERC10_Event22,10,PJM,1988-07-06,1988-07-10,1988-07-08,190,91.82,5,6.0
HW_NERC10_Event23,10,PJM,1988-07-14,1988-07-18,1988-07-16,198,93.84,5,6.0
HW_NERC10_Event24,10,PJM,1988-07-29,1988-08-04,1988-08-01,214,90.26,7,8.0
HW_NERC10_Event25,10,PJM,1988-08-08,1988-08-18,1988-08-13,226,92.71,11,5.0
HW_NERC10_Event26,10,PJM,1989-07-10,1989-07-11,1989-07-10,191,88.85,2,3.0
HW_NERC10_Event27,10,PJM,1989-08-04,1989-08-05,1989-08-04,216,88.47,2,6.0
HW_NERC10_Event28,10,PJM,1990-07-04,1990-07-05,1990-07-04,185,88.21,2,4.0
HW_NERC10_Event29,10,PJM,1990-07-09,1990-07-09,1990-07-09,190,88.01,1,1.0
HW_NERC10_Event30,10,PJM,1991-05-30,1991-05-30,1991-05-30,150,88.18,1,1.0
HW_NERC10_Event31,10,PJM,1991-06-29,1991-06-30,1991-06-29,180,89.08,2,4.0
HW_NERC10_Event32,10,PJM,1991-07-07,1991-07-07,1991-07-07,188,89.26,1,3.0
HW_NERC10_Event33,10,PJM,1991-07-18,1991-07-23,1991-07-20,201,92.06,6,5.0
HW_NERC10_Event34,10,PJM,1991-08-02,1991-08-03,1991-08-02,214,88.87,2,1.0
HW_NERC10_Event35,10,PJM,1991-08-29,1991-08-30,1991-08-29,241,89.27,2,4.0
HW_NERC10_Event36,10,PJM,1991-09-16,1991-09-16,1991-09-16,259,88.16,1,1.0
HW_NERC10_Event37,10,PJM,1992-07-13,1992-07-13,1992-07-13,195,88.13,1,1.0
HW_NERC10_Event38,10,PJM,1993-07-05,1993-07-12,1993-07-08,189,92.15,8,4.0
HW_NERC10_Event39,10,PJM,1993-07-27,1993-07-28,1993-07-27,208,89.38,2,2.0
HW_NERC10_Event40,10,PJM,1993-08-25,1993-08-30,1993-08-27,239,89.81,6,4.0
HW_NERC10_Event41,10,PJM,1994-06-16,1994-06-16,1994-06-16,167,87.68,1,5.0
HW_NERC10_Event42,10,PJM,1994-06-18,1994-06-19,1994-06-18,169,88.3,2,5.0
HW_NERC10_Event43,10,PJM,1994-07-07,1994-07-08,1994-07-07,188,88.08,2,4.0
HW_NERC10_Event44,10,PJM,1995-07-13,1995-07-16,1995-07-14,195,92.05,4,7.0
HW_NERC10_Event45,10,PJM,1995-07-30,1995-08-03,1995-08-01,213,88.97,5,5.0
HW_NERC10_Event46,10,PJM,1995-08-12,1995-08-17,1995-08-14,226,89.92,6,5.0
HW_NERC10_Event47,10,PJM,1996-05-19,1996-05-19,1996-05-19,140,87.74,1,1.0
HW_NERC10_Event48,10,PJM,1997-07-14,1997-07-17,1997-07-15,196,88.52,4,8.0
HW_NERC10_Event49,10,PJM,1998-06-25,1998-06-27,1998-06-26,177,89.77,3,6.0
HW_NERC10_Event50,10,PJM,1998-07-20,1998-07-22,1998-07-21,202,90.05,3,8.0
HW_NERC10_Event51,10,PJM,1998-08-23,1998-08-25,1998-08-24,236,88.95,3,4.0
HW_NERC10_Event52,10,PJM,1999-06-07,1999-06-09,1999-06-08,159,89.48,3,2.0
HW_NERC10_Event53,10,PJM,1999-07-03,1999-07-07,1999-07-05,186,93.7,5,4.0
HW_NERC10_Event54,10,PJM,1999-07-17,1999-07-19,1999-07-18,199,88.96,3,4.0
HW_NERC10_Event55,10,PJM,1999-07-22,1999-08-01,1999-07-27,208,93.37,11,8.0
HW_NERC10_Event56,10,PJM,1999-08-12,1999-08-13,1999-08-12,224,89.0,2,5.0
HW_NERC10_Event57,10,PJM,2001-08-06,2001-08-09,2001-08-07,219,91.64,4,5.0
HW_NERC10_Event58,10,PJM,2002-07-01,2002-07-04,2002-07-02,183,91.21,4,7.0
HW_NERC10_Event59,10,PJM,2002-07-16,2002-07-17,2002-07-16,197,88.08,2,4.0
HW_NERC10_Event60,10,PJM,2002-07-21,2002-07-22,2002-07-21,202,88.77,2,7.0
HW_NERC10_Event61,10,PJM,2002-07-28,2002-08-05,2002-08-01,213,91.31,9,8.0
HW_NERC10_Event62,10,PJM,2002-08-12,2002-08-14,2002-08-13,225,90.44,3,6.0
HW_NERC10_Event63,10,PJM,2005-07-25,2005-07-27,2005-07-26,207,91.18,3,7.0
HW_NERC10_Event64,10,PJM,2005-08-02,2005-08-04,2005-08-03,215,90.0,3,7.0
HW_NERC10_Event65,10,PJM,2005-08-11,2005-08-13,2005-08-12,224,89.48,3,3.0
HW_NERC10_Event66,10,PJM,2006-07-16,2006-07-19,2006-07-17,198,90.0,4,13.0
HW_NERC10_Event67,10,PJM,2006-07-30,2006-08-03,2006-08-01,213,92.81,5,6.0
HW_NERC10_Event68,10,PJM,2007-07-08,2007-07-10,2007-07-09,190,89.29,3,5.0
HW_NERC10_Event69,10,PJM,2007-08-01,2007-08-09,2007-08-05,217,91.23,9,2.0
HW_NERC10_Event70,10,PJM,2007-08-16,2007-08-16,2007-08-16,228,88.83,1,1.0
HW_NERC10_Event71,10,PJM,2007-08-24,2007-08-25,2007-08-24,236,89.25,2,3.0
HW_NERC10_Event72,10,PJM,2008-06-06,2008-06-10,2008-06-08,160,90.94,5,4.0
HW_NERC10_Event73,10,PJM,2008-07-19,2008-07-21,2008-07-20,202,88.03,3,5.0
HW_NERC10_Event74,10,PJM,2009-08-10,2009-08-10,2009-08-10,222,88.17,1,2.0
HW_NERC10_Event75,10,PJM,2010-06-22,2010-06-24,2010-06-23,174,89.67,3,3.0
HW_NERC10_Event76,10,PJM,2010-06-26,2010-06-27,2010-06-26,177,88.61,2,3.0
HW_NERC10_Event77,10,PJM,2010-07-05,2010-07-08,2010-07-06,187,92.37,4,6.0
HW_NERC10_Event78,10,PJM,2010-07-15,2010-07-18,2010-07-16,197,88.98,4,9.0
HW_NERC10_Event79,10,PJM,2010-07-21,2010-07-25,2010-07-23,204,92.28,5,5.0
HW_NERC10_Event80,10,PJM,2010-08-04,2010-08-05,2010-08-04,216,89.71,2,5.0
HW_NERC10_Event81,10,PJM,2010-08-09,2010-08-11,2010-08-10,222,91.31,3,6.0
HW_NERC10_Event82,10,PJM,2010-08-30,2010-09-02,2010-08-31,243,89.53,4,4.0
HW_NERC10_Event83,10,PJM,2010-09-23,2010-09-23,2010-09-23,266,88.42,1,1.0
HW_NERC10_Event84,10,PJM,2011-05-30,2011-05-31,2011-05-30,150,89.45,2,2.0
HW_NERC10_Event85,10,PJM,2011-06-08,2011-06-09,2011-06-08,159,88.43,2,3.0
HW_NERC10_Event86,10,PJM,2011-07-11,2011-07-12,2011-07-11,192,89.06,2,7.0
