UID,NERC,Region,Start,End,Center,Center_DOY,T_Max_Min,Duration,Regions_Impacted
HW_NERC3_Event75,3,FL,2010-08-12,2010-08-13,2010-08-12,224,93.82,2,6.0
HW_NERC3_Event76,3,FL,2010-08-16,2010-08-19,2010-08-17,229,95.05,4,1.0
HW_NERC3_Event77,3,FL,2011-05-22,2011-05-23,2011-05-22,142,93.76,2,1.0
HW_NERC3_Event78,3,FL,2011-06-04,2011-06-06,2011-06-05,156,94.26,3,3.0
HW_NERC3_Event79,3,FL,2011-06-12,2011-06-23,2011-06-17,168,96.84,12,4.0
HW_NERC3_Event80,3,FL,2011-07-24,2011-07-24,2011-07-24,205,93.84,1,6.0
HW_NERC3_Event81,3,FL,2011-07-29,2011-08-05,2011-08-01,213,95.8,8,8.0
HW_NERC3_Event82,3,FL,2011-08-11,2011-08-13,2011-08-12,224,94.78,3,2.0
HW_NERC3_Event83,3,FL,2011-08-16,2011-08-16,2011-08-16,228,93.67,1,3.0
HW_NERC3_Event84,3,FL,2011-08-26,2011-08-29,2011-08-27,239,96.27,4,2.0
HW_NERC3_Event85,3,FL,2014-08-22,2014-08-23,2014-08-22,234,94.9,2,4.0
HW_NERC3_Event86,3,FL,2015-06-15,2015-06-23,2015-06-19,170,95.43,9,3.0
HW_NERC3_Event87,3,FL,2015-07-10,2015-07-13,2015-07-11,192,95.12,4,2.0
HW_NERC3_Event88,3,FL,2015-07-22,2015-07-22,2015-07-22,203,94.01,1,1.0
HW_NERC3_Event89,3,FL,2016-06-24,2016-06-25,2016-06-24,176,94.02,2,2.0
HW_NERC3_Event90,3,FL,2016-07-04,2016-07-09,2016-07-06,188,95.82,6,3.0
HW_NERC3_Event91,3,FL,2016-07-11,2016-07-14,2016-07-12,194,93.75,4,4.0
HW_NERC3_Event92,3,FL,2016-07-26,2016-08-01,2016-07-29,211,96.09,7,6.0
HW_NERC3_Event93,3,FL,2016-08-21,2016-08-23,2016-08-22,235,94.74,3,1.0
HW_NERC3_Event94,3,FL,2019-05-26,2019-05-30,2019-05-28,148,95.72,5,1.0
HW_NERC3_Event95,3,FL,2019-06-03,2019-06-03,2019-06-03,154,93.61,1,1.0
HW_NERC3_Event96,3,FL,2019-06-22,2019-06-26,2019-06-24,175,95.43,5,1.0
HW_NERC3_Event97,3,FL,2019-07-02,2019-07-04,2019-07-03,184,96.23,3,4.0
HW_NERC3_Event98,3,FL,2019-07-15,2019-07-15,2019-07-15,196,93.62,1,2.0
HW_NERC3_Event99,3,FL,2019-09-08,2019-09-08,2019-09-08,251,93.88,1,1.0
HW_NERC3_Event100,3,FL,2020-06-26,2020-06-29,2020-06-27,179,94.57,4,1.0
HW_NERC3_Event101,3,FL,2020-08-01,2020-08-03,2020-08-02,215,93.97,3,5.0
HW_NERC3_Event102,3,FL,2020-08-09,2020-08-09,2020-08-09,222,94.25,1,5.0
HW_NERC3_Event103,3,FL,2020-09-03,2020-09-04,2020-09-03,247,94.69,2,5.0
HW_NERC3_Event104,3,FL,2022-06-16,2022-06-17,2022-06-16,167,94.34,2,2.0
HW_NERC3_Event105,3,FL,2022-06-23,2022-06-24,2022-06-23,174,95.38,2,3.0
HW_NERC3_Event106,3,FL,2022-07-29,2022-08-02,2022-07-31,212,94.37,5,4.0
HW_NERC3_Event107,3,FL,2023-07-20,2023-07-21,2023-07-20,201,94.48,2,7.0
HW_NERC3_Event108,3,FL,2023-08-07,2023-08-14,2023-08-10,222,95.29,8,4.0
HW_NERC3_Event109,3,FL,2023-08-22,2023-08-23,2023-08-22,234,94.2,2,6.0
HW_NERC3_Event110,3,FL,2023-08-25,2023-08-26,2023-08-25,237,94.18,2,2.0
HW_NERC3_Event111,3,FL,2024-06-08,2024-06-09,2024-06-08,160,94.92,2,2.0
HW_NERC3_Event112,3,FL,2024-07-05,2024-07-07,2024-07-06,188,94.37,3,7.0
HW_NERC3_Event113,3,FL,2024-07-09,2024-07-09,2024-07-09,191,93.59,1,8.0
HW_NERC3_Event114,3,FL,2024-07-11,2024-07-11,2024-07-11,193,93.68,1,4.0
HW_NERC3_Event115,3,FL,2024-08-08,2024-08-09,2024-08-08,221,94.28,2,2.0
HW_NERC4_Event1,4,GB,1980-07-22,1980-07-23,1980-07-22,204,84.76,2,4.0
HW_NERC4_Event2,4,GB,1981-07-05,1981-07-06,1981-07-05,186,84.36,2,4.0
HW_NERC4_Event3,4,GB,1985-07-04,1985-07-10,1985-07-07,188,86.88,7,7.0
HW_NERC4_Event4,4,GB,1986-08-18,1986-08-18,1986-08-18,230,84.35,1,3.0
HW_NERC4_Event5,4,GB,1988-06-22,1988-06-25,1988-06-23,175,85.3,4,7.0
HW_NERC4_Event6,4,GB,1988-07-21,1988-07-25,1988-07-23,205,85.73,5,2.0
HW_NERC4_Event7,4,GB,1989-07-03,1989-07-08,1989-07-05,186,87.15,6,6.0
HW_NERC4_Event8,4,GB,1989-07-19,1989-07-21,1989-07-20,201,86.08,3,3.0
HW_NERC4_Event9,4,GB,1990-06-23,1990-07-01,1990-06-27,178,87.03,9,5.0
HW_NERC4_Event10,4,GB,1990-08-07,1990-08-09,1990-08-08,220,85.56,3,3.0
HW_NERC4_Event11,4,GB,1992-08-01,1992-08-02,1992-08-01,214,84.96,2,2.0
HW_NERC4_Event12,4,GB,1992-08-14,1992-08-14,1992-08-14,227,84.55,1,3.0
HW_NERC4_Event13,4,GB,1994-06-24,1994-06-27,1994-06-25,176,85.39,4,1.0
HW_NERC4_Event14,4,GB,1994-06-29,1994-06-30,1994-06-29,180,85.11,2,5.0
HW_NERC4_Event15,4,GB,1994-07-10,1994-07-10,1994-07-10,191,84.35,1,4.0
HW_NERC4_Event16,4,GB,1994-07-17,1994-07-17,1994-07-17,198,84.26,1,2.0
HW_NERC4_Event17,4,GB,1994-07-25,1994-07-31,1994-07-28,209,87.12,7,1.0
HW_NERC4_Event18,4,GB,1994-08-03,1994-08-07,1994-08-05,217,86.88,5,2.0
HW_NERC4_Event19,4,GB,1995-07-27,1995-07-29,1995-07-28,209,86.78,3,7.0
HW_NERC4_Event20,4,GB,1995-08-05,1995-08-06,1995-08-05,217,84.93,2,4.0
HW_NERC4_Event21,4,GB,1996-07-02,1996-07-04,1996-07-03,185,86.06,3,4.0
HW_NERC4_Event22,4,GB,1996-08-11,1996-08-13,1996-08-12,225,87.35,3,5.0
HW_NERC4_Event23,4,GB,1997-07-16,1997-07-16,1997-07-16,197,84.95,1,8.0
HW_NERC4_Event24,4,GB,1998-07-14,1998-07-21,1998-07-17,198,89.1,8,7.0
HW_NERC4_Event25,4,GB,1998-08-07,1998-08-07,1998-08-07,219,84.31,1,2.0
HW_NERC4_Event26,4,GB,2000-07-12,2000-07-14,2000-07-13,195,85.96,3,4.0
HW_NERC4_Event27,4,GB,2000-07-21,2000-07-24,2000-07-22,204,86.25,4,3.0
HW_NERC4_Event28,4,GB,2000-07-26,2000-08-03,2000-07-30,212,88.78,9,4.0
HW_NERC4_Event29,4,GB,2000-08-07,2000-08-10,2000-08-08,221,85.9,4,7.0
HW_NERC4_Event30,4,GB,2001-06-30,2001-07-06,2001-07-03,184,88.32,7,5.0
HW_NERC4_Event31,4,GB,2001-08-27,2001-08-27,2001-08-27,239,84.2,1,1.0
HW_NERC4_Event32,4,GB,2002-06-25,2002-07-02,2002-06-28,179,86.58,8,3.0
HW_NERC4_Event33,4,GB,2002-07-07,2002-07-17,2002-07-12,193,91.67,11,4.0
HW_NERC4_Event34,4,GB,2002-07-23,2002-07-23,2002-07-23,204,84.29,1,5.0
HW_NERC4_Event35,4,GB,2002-07-30,2002-07-31,2002-07-30,211,84.74,2,7.0
HW_NERC4_Event36,4,GB,2003-07-08,2003-07-25,2003-07-16,197,89.69,18,4.0
HW_NERC4_Event37,4,GB,2003-07-30,2003-08-01,2003-07-31,212,85.25,3,2.0
HW_NERC4_Event38,4,GB,2003-08-06,2003-08-06,2003-08-06,218,84.31,1,3.0
HW_NERC4_Event39,4,GB,2003-08-10,2003-08-14,2003-08-12,224,85.35,5,2.0
HW_NERC4_Event40,4,GB,2004-07-13,2004-07-13,2004-07-13,195,84.22,1,2.0
HW_NERC4_Event41,4,GB,2005-07-12,2005-07-22,2005-07-17,198,88.86,11,7.0
HW_NERC4_Event42,4,GB,2005-07-29,2005-07-29,2005-07-29,210,84.13,1,4.0
HW_NERC4_Event43,4,GB,2006-07-14,2006-07-17,2006-07-15,196,87.49,4,11.0
HW_NERC4_Event44,4,GB,2006-07-21,2006-07-25,2006-07-23,204,88.1,5,6.0
HW_NERC4_Event45,4,GB,2006-07-27,2006-07-29,2006-07-28,209,86.9,3,6.0
HW_NERC4_Event46,4,GB,2007-06-29,2007-07-10,2007-07-04,185,86.85,12,5.0
HW_NERC4_Event47,4,GB,2007-07-14,2007-07-17,2007-07-15,196,87.42,4,3.0
HW_NERC4_Event48,4,GB,2007-07-30,2007-07-30,2007-07-30,211,84.29,1,3.0
HW_NERC4_Event49,4,GB,2008-07-04,2008-07-04,2008-07-04,186,84.37,1,1.0
HW_NERC4_Event50,4,GB,2008-07-31,2008-08-02,2008-08-01,214,84.9,3,7.0
HW_NERC4_Event51,4,GB,2009-07-17,2009-07-19,2009-07-18,199,85.81,3,2.0
HW_NERC4_Event52,4,GB,2009-07-22,2009-07-23,2009-07-22,203,84.94,2,1.0
HW_NERC4_Event53,4,GB,2009-08-21,2009-08-22,2009-08-21,233,84.68,2,2.0
HW_NERC4_Event54,4,GB,2010-07-16,2010-07-19,2010-07-17,198,86.31,4,8.0
HW_NERC4_Event55,4,GB,2010-07-25,2010-07-26,2010-07-25,206,84.49,2,5.0
HW_NERC4_Event56,4,GB,2011-07-25,2011-07-25,2011-07-25,206,84.27,1,5.0
HW_NERC4_Event57,4,GB,2011-08-23,2011-08-24,2011-08-23,235,84.69,2,6.0
HW_NERC4_Event58,4,GB,2012-06-30,2012-07-01,2012-06-30,182,84.76,2,9.0
HW_NERC4_Event59,4,GB,2012-07-09,2012-07-12,2012-07-10,192,85.86,4,4.0
HW_NERC4_Event60,4,GB,2012-08-08,2012-08-09,2012-08-08,221,85.44,2,5.0
HW_NERC4_Event61,4,GB,2013-06-27,2013-07-04,2013-06-30,181,87.34,8,4.0
HW_NERC4_Event62,4,GB,2013-07-09,2013-07-11,2013-07-10,191,86.42,3,2.0
HW_NERC4_Event63,4,GB,2013-07-20,2013-07-23,2013-07-21,202,85.6,4,2.0
HW_NERC4_Event64,4,GB,2013-08-16,2013-08-16,2013-08-16,228,84.17,1,1.0
HW_NERC4_Event65,4,GB,2014-07-05,2014-07-08,2014-07-06,187,85.67,4,2.0
HW_NERC4_Event66,4,GB,2014-07-13,2014-07-14,2014-07-13,194,84.76,2,2.0
HW_NERC4_Event67,4,GB,2014-07-22,2014-07-23,2014-07-22,203,85.53,2,4.0
HW_NERC4_Event68,4,GB,2015-06-26,2015-07-04,2015-06-30,181,88.07,9,2.0
HW_NERC4_Event69,4,GB,2016-06-20,2016-06-22,2016-06-21,173,85.6,3,4.0
HW_NERC4_Event70,4,GB,2016-06-28,2016-06-28,2016-06-28,180,84.16,1,2.0
HW_NERC4_Event71,4,GB,2016-07-24,2016-07-30,2016-07-27,209,86.39,7,7.0
HW_NERC4_Event72,4,GB,2017-07-04,2017-07-09,2017-07-06,187,87.35,6,5.0
HW_NERC4_Event73,4,GB,2017-08-28,2017-08-29,2017-08-28,240,84.98,2,3.0
HW_NERC4_Event74,4,GB,2017-09-03,2017-09-04,2017-09-03,246,85.24,2,2.0
HW_NERC4_Event75,4,GB,2018-06-27,2018-06-27,2018-06-27,178,84.18,1,5.0
HW_NERC4_Event76,4,GB,2018-07-06,2018-07-09,2018-07-07,188,85.77,4,4.0
HW_NERC4_Event77,4,GB,2018-07-18,2018-07-20,2018-07-19,200,85.48,3,5.0
HW_NERC4_Event78,4,GB,2018-07-30,2018-08-01,2018-07-31,212,85.52,3,4.0
HW_NERC4_Event79,4,GB,2018-08-08,2018-08-12,2018-08-10,222,87.92,5,3.0
HW_NERC4_Event80,4,GB,2019-07-22,2019-07-23,2019-07-22,203,85.27,2,4.0
HW_NERC4_Event81,4,GB,2019-08-05,2019-08-06,2019-08-05,217,84.97,2,1.0
HW_NERC4_Event82,4,GB,2019-08-20,2019-08-21,2019-08-20,232,84.27,2,4.0
HW_NERC4_Event83,4,GB,2019-09-01,2019-09-02,2019-09-01,244,84.3,2,2.0
HW_NERC4_Event84,4,GB,2020-07-11,2020-07-12,2020-07-11,193,85.25,2,7.0
HW_NERC4_Event85,4,GB,2020-07-30,2020-08-05,2020-08-02,215,87.59,7,5.0
HW_NERC4_Event86,4,GB,2020-08-15,2020-08-24,2020-08-19,232,88.83,10,3.0
HW_NERC4_Event87,4,GB,2020-09-04,2020-09-06,2020-09-05,249,86.58,3,6.0
HW_NERC4_Event88,4,GB,2021-06-13,2021-06-17,2021-06-15,166,88.4,5,5.0
HW_NERC4_Event89,4,GB,2021-06-21,2021-06-22,2021-06-21,172,84.43,2,2.0
HW_NERC4_Event90,4,GB,2021-07-03,2021-07-13,2021-07-08,189,89.4,11,7.0
HW_NERC4_Event91,4,GB,2021-07-17,2021-07-19,2021-07-18,199,85.43,3,1.0
HW_NERC4_Event92,4,GB,2021-07-27,2021-07-27,2021-07-27,208,84.12,1,3.0
HW_NERC4_Event93,4,GB,2021-08-05,2021-08-05,2021-08-05,217,84.15,1,1.0
HW_NERC4_Event94,4,GB,2021-08-12,2021-08-15,2021-08-13,225,85.85,4,7.0
HW_NERC4_Event95,4,GB,2021-09-09,2021-09-09,2021-09-09,252,84.14,1,3.0
HW_NERC4_Event96,4,GB,2022-07-09,2022-07-10,2022-07-09,190,84.87,2,4.0
HW_NERC4_Event97,4,GB,2022-07-13,2022-07-13,2022-07-13,194,84.8,1,3.0
HW_NERC4_Event98,4,GB,2022-07-16,2022-07-18,2022-07-17,198,86.15,3,7.0
HW_NERC4_Event99,4,GB,2022-07-21,2022-07-23,2022-07-22,203,86.46,3,6.0
HW_NERC4_Event100,4,GB,2022-08-09,2022-08-10,2022-08-09,221,85.03,2,3.0
HW_NERC4_Event101,4,GB,2022-08-31,2022-09-07,2022-09-03,246,87.2,8,5.0
HW_NERC4_Event102,4,GB,2023-07-15,2023-07-25,2023-07-20,201,88.69,11,7.0
HW_NERC4_Event103,4,GB,2023-07-27,2023-07-30,2023-07-28,209,86.11,4,9.0
HW_NERC4_Event104,4,GB,2023-08-16,2023-08-16,2023-08-16,228,84.54,1,4.0
HW_NERC4_Event105,4,GB,2024-07-09,2024-07-15,2024-07-12,194,89.45,7,7.0
HW_NERC4_Event106,4,GB,2024-07-22,2024-07-25,2024-07-23,205,87.09,4,3.0
HW_NERC4_Event107,4,GB,2024-08-01,2024-08-04,2024-08-02,215,88.67,4,12.0
HW_NERC5_Event1,5,ISONE,1980-07-16,1980-07-17,1980-07-16,198,83.49,2,6.0
HW_NERC5_Event2,5,ISONE,1980-07-19,1980-07-22,1980-07-20,202,87.16,4,6.0
HW_NERC5_Event3,5,ISONE,1980-08-01,1980-08-09,1980-08-05,218,85.73,9,6.0
HW_NERC5_Event4,5,ISONE,1980-08-25,1980-08-26,1980-08-25,238,83.34,2,1.0
HW_NERC5_Event5,5,ISONE,1981-07-07,1981-07-11,1981-07-09,190,88.35,5,6.0
HW_NERC5_Event6,5,ISONE,1982-07-16,1982-07-19,1982-07-17,198,85.87,4,3.0
HW_NERC5_Event7,5,ISONE,1983-06-23,1983-06-23,1983-06-23,174,82.9,1,2.0
HW_NERC5_Event8,5,ISONE,1983-07-03,1983-07-04,1983-07-03,184,84.64,2,4.0
HW_NERC5_Event9,5,ISONE,1983-07-15,1983-07-17,1983-07-16,197,83.82,3,4.0
HW_NERC5_Event10,5,ISONE,1983-08-07,1983-08-08,1983-08-07,219,83.96,2,5.0
HW_NERC5_Event11,5,ISONE,1983-09-04,1983-09-06,1983-09-05,248,85.29,3,3.0
HW_NERC5_Event12,5,ISONE,1984-06-08,1984-06-11,1984-06-09,161,87.07,4,4.0
HW_NERC5_Event13,5,ISONE,1984-07-13,1984-07-15,1984-07-14,196,84.05,3,4.0
HW_NERC5_Event14,5,ISONE,1984-08-05,1984-08-05,1984-08-05,218,83.24,1,3.0
HW_NERC5_Event15,5,ISONE,1985-08-15,1985-08-15,1985-08-15,227,83.24,1,2.0
HW_NERC5_Event16,5,ISONE,1986-07-06,1986-07-08,1986-07-07,188,83.87,3,4.0
HW_NERC5_Event17,5,ISONE,1987-05-30,1987-05-31,1987-05-30,150,83.79,2,2.0
HW_NERC5_Event18,5,ISONE,1987-07-11,1987-07-11,1987-07-11,192,82.73,1,5.0
HW_NERC5_Event19,5,ISONE,1987-07-23,1987-07-25,1987-07-24,205,84.11,3,6.0
HW_NERC5_Event20,5,ISONE,1987-08-16,1987-08-18,1987-08-17,229,85.16,3,3.0
HW_NERC5_Event21,5,ISONE,1988-06-13,1988-06-15,1988-06-14,166,86.93,3,4.0
HW_NERC5_Event22,5,ISONE,1988-07-07,1988-07-11,1988-07-09,191,85.27,5,5.0
HW_NERC5_Event23,5,ISONE,1988-07-29,1988-08-15,1988-08-06,219,87.34,18,4.0
HW_NERC5_Event24,5,ISONE,1989-07-24,1989-07-27,1989-07-25,206,85.85,4,3.0
HW_NERC5_Event25,5,ISONE,1989-08-05,1989-08-05,1989-08-05,217,82.85,1,7.0
HW_NERC5_Event26,5,ISONE,1989-09-10,1989-09-10,1989-09-10,253,83.31,1,1.0
HW_NERC5_Event27,5,ISONE,1990-07-17,1990-07-19,1990-07-18,199,83.81,3,2.0
HW_NERC5_Event28,5,ISONE,1990-08-04,1990-08-04,1990-08-04,216,82.9,1,2.0
HW_NERC5_Event29,5,ISONE,1991-06-27,1991-06-28,1991-06-27,178,85.42,2,4.0
HW_NERC5_Event30,5,ISONE,1991-07-16,1991-07-24,1991-07-20,201,89.45,9,5.0
HW_NERC5_Event31,5,ISONE,1991-08-17,1991-08-17,1991-08-17,229,82.82,1,1.0
HW_NERC5_Event32,5,ISONE,1991-08-28,1991-08-29,1991-08-28,240,82.78,2,5.0
HW_NERC5_Event33,5,ISONE,1993-07-06,1993-07-11,1993-07-08,189,88.86,6,4.0
HW_NERC5_Event34,5,ISONE,1993-08-02,1993-08-02,1993-08-02,214,82.46,1,5.0
HW_NERC5_Event35,5,ISONE,1993-08-25,1993-08-28,1993-08-26,238,86.71,4,4.0
HW_NERC5_Event36,5,ISONE,1994-06-17,1994-06-19,1994-06-18,169,84.94,3,5.0
HW_NERC5_Event37,5,ISONE,1994-07-07,1994-07-09,1994-07-08,189,83.04,3,7.0
HW_NERC5_Event38,5,ISONE,1994-07-20,1994-07-22,1994-07-21,202,84.96,3,4.0
HW_NERC5_Event39,5,ISONE,1995-06-19,1995-06-19,1995-06-19,170,84.43,1,3.0
HW_NERC5_Event40,5,ISONE,1995-07-13,1995-07-15,1995-07-14,195,86.97,3,7.0
HW_NERC5_Event41,5,ISONE,1995-07-28,1995-07-28,1995-07-28,209,82.76,1,7.0
HW_NERC5_Event42,5,ISONE,1995-07-30,1995-08-02,1995-07-31,212,85.21,4,5.0
HW_NERC5_Event43,5,ISONE,1995-08-17,1995-08-17,1995-08-17,229,82.82,1,6.0
HW_NERC5_Event44,5,ISONE,1997-07-13,1997-07-17,1997-07-15,196,84.4,5,8.0
HW_NERC5_Event45,5,ISONE,1998-07-21,1998-07-22,1998-07-21,202,84.14,2,8.0
HW_NERC5_Event46,5,ISONE,1998-08-25,1998-08-25,1998-08-25,237,82.5,1,7.0
HW_NERC5_Event47,5,ISONE,1999-06-08,1999-06-08,1999-06-08,159,82.76,1,2.0
HW_NERC5_Event48,5,ISONE,1999-06-27,1999-06-28,1999-06-27,178,83.56,2,3.0
HW_NERC5_Event49,5,ISONE,1999-07-03,1999-07-06,1999-07-04,185,89.72,4,4.0
HW_NERC5_Event50,5,ISONE,1999-07-16,1999-07-19,1999-07-17,198,88.37,4,4.0
HW_NERC5_Event51,5,ISONE,1999-07-23,1999-07-25,1999-07-24,205,84.32,3,4.0
HW_NERC5_Event52,5,ISONE,1999-07-27,1999-08-01,1999-07-29,210,84.1,6,9.0
HW_NERC5_Event53,5,ISONE,2001-06-27,2001-06-27,2001-06-27,178,82.96,1,2.0
HW_NERC5_Event54,5,ISONE,2001-07-24,2001-07-24,2001-07-24,205,83.64,1,5.0
HW_NERC5_Event55,5,ISONE,2001-08-02,2001-08-02,2001-08-02,214,83.02,1,4.0
HW_NERC5_Event56,5,ISONE,2001-08-06,2001-08-10,2001-08-08,220,89.2,5,4.0
HW_NERC5_Event57,5,ISONE,2002-07-01,2002-07-04,2002-07-02,183,89.43,4,7.0
HW_NERC5_Event58,5,ISONE,2002-07-30,2002-08-04,2002-08-01,213,85.88,6,8.0
HW_NERC5_Event59,5,ISONE,2002-08-11,2002-08-18,2002-08-14,226,87.19,8,5.0
HW_NERC5_Event60,5,ISONE,2002-09-09,2002-09-10,2002-09-09,252,83.74,2,4.0
HW_NERC5_Event61,5,ISONE,2003-06-25,2003-06-27,2003-06-26,177,86.18,3,3.0
HW_NERC5_Event62,5,ISONE,2003-07-05,2003-07-07,2003-07-06,187,84.24,3,4.0
HW_NERC5_Event63,5,ISONE,2003-08-21,2003-08-21,2003-08-21,233,83.17,1,6.0
HW_NERC5_Event64,5,ISONE,2005-06-26,2005-06-26,2005-06-26,177,82.9,1,3.0
HW_NERC5_Event65,5,ISONE,2005-07-19,2005-07-21,2005-07-20,201,83.91,3,7.0
HW_NERC5_Event66,5,ISONE,2005-07-26,2005-07-26,2005-07-26,207,82.48,1,7.0
HW_NERC5_Event67,5,ISONE,2005-08-03,2005-08-04,2005-08-03,215,84.25,2,7.0
HW_NERC5_Event68,5,ISONE,2005-08-10,2005-08-13,2005-08-11,223,84.47,4,5.0
HW_NERC5_Event69,5,ISONE,2006-07-15,2006-07-18,2006-07-16,197,86.63,4,14.0
HW_NERC5_Event70,5,ISONE,2006-07-28,2006-07-28,2006-07-28,209,82.59,1,6.0
HW_NERC5_Event71,5,ISONE,2006-07-31,2006-08-03,2006-08-01,213,88.76,4,6.0
HW_NERC5_Event72,5,ISONE,2007-06-27,2007-06-27,2007-06-27,178,83.36,1,2.0
HW_NERC5_Event73,5,ISONE,2007-08-01,2007-08-03,2007-08-02,214,85.38,3,4.0
HW_NERC5_Event74,5,ISONE,2008-06-08,2008-06-10,2008-06-09,161,87.66,3,4.0
HW_NERC5_Event75,5,ISONE,2008-07-17,2008-07-19,2008-07-18,200,84.17,3,5.0
HW_NERC5_Event76,5,ISONE,2009-08-16,2009-08-19,2009-08-17,229,84.18,4,4.0
HW_NERC5_Event77,5,ISONE,2010-07-04,2010-07-08,2010-07-06,187,88.41,5,6.0
HW_NERC5_Event78,5,ISONE,2010-07-16,2010-07-18,2010-07-17,198,83.78,3,8.0
HW_NERC5_Event79,5,ISONE,2010-07-24,2010-07-25,2010-07-24,205,82.92,2,5.0
HW_NERC5_Event80,5,ISONE,2010-08-30,2010-09-02,2010-08-31,243,87.76,4,4.0
HW_NERC5_Event81,5,ISONE,2011-06-08,2011-06-09,2011-06-08,159,84.03,2,3.0
HW_NERC5_Event82,5,ISONE,2011-07-12,2011-07-12,2011-07-12,193,83.39,1,8.0
HW_NERC5_Event83,5,ISONE,2011-07-17,2011-07-23,2011-07-20,201,88.53,7,8.0
HW_NERC5_Event84,5,ISONE,2011-07-31,2011-07-31,2011-07-31,212,82.79,1,6.0
HW_NERC5_Event85,5,ISONE,2012-06-20,2012-06-22,2012-06-21,173,87.94,3,3.0
HW_NERC5_Event86,5,ISONE,2012-06-30,2012-06-30,2012-06-30,182,84.18,1,9.0
HW_NERC5_Event87,5,ISONE,2012-07-13,2012-07-18,2012-07-15,197,85.31,6,4.0
HW_NERC5_Event88,5,ISONE,2012-08-03,2012-08-05,2012-08-04,217,84.06,3,6.0
HW_NERC5_Event89,5,ISONE,2013-06-24,2013-06-25,2013-06-24,175,83.06,2,3.0
HW_NERC5_Event90,5,ISONE,2013-07-04,2013-07-07,2013-07-05,186,85.88,4,3.0
HW_NERC5_Event91,5,ISONE,2013-07-15,2013-07-20,2013-07-17,198,87.67,6,5.0
HW_NERC5_Event92,5,ISONE,2015-07-28,2015-07-30,2015-07-29,210,84.55,3,2.0
HW_NERC5_Event93,5,ISONE,2015-08-16,2015-08-18,2015-08-17,229,84.56,3,5.0
HW_NERC5_Event94,5,ISONE,2015-09-08,2015-09-08,2015-09-08,251,83.52,1,4.0
HW_NERC5_Event95,5,ISONE,2016-07-14,2016-07-17,2016-07-15,197,83.96,4,4.0
HW_NERC5_Event96,5,ISONE,2016-07-22,2016-07-28,2016-07-25,207,84.95,7,10.0
HW_NERC5_Event97,5,ISONE,2016-08-11,2016-08-15,2016-08-13,226,85.7,5,3.0
HW_NERC5_Event98,5,ISONE,2017-06-11,2017-06-12,2017-06-11,162,85.31,2,3.0
HW_NERC5_Event99,5,ISONE,2017-07-19,2017-07-21,2017-07-20,201,84.44,3,8.0
HW_NERC5_Event100,5,ISONE,2018-06-30,2018-07-05,2018-07-02,183,87.24,6,6.0
HW_NERC5_Event101,5,ISONE,2018-08-05,2018-08-08,2018-08-06,218,86.59,4,7.0
HW_NERC5_Event102,5,ISONE,2018-08-16,2018-08-16,2018-08-16,228,82.64,1,2.0
HW_NERC5_Event103,5,ISONE,2018-08-28,2018-08-29,2018-08-28,240,85.72,2,5.0
HW_NERC5_Event104,5,ISONE,2018-09-04,2018-09-05,2018-09-04,247,83.31,2,3.0
HW_NERC5_Event105,5,ISONE,2019-07-04,2019-07-05,2019-07-04,185,82.62,2,4.0
HW_NERC5_Event106,5,ISONE,2019-07-19,2019-07-21,2019-07-20,201,87.71,3,7.0
HW_NERC5_Event107,5,ISONE,2019-07-28,2019-07-31,2019-07-29,210,84.52,4,3.0
HW_NERC5_Event108,5,ISONE,2020-07-10,2020-07-11,2020-07-10,192,82.98,2,7.0
HW_NERC5_Event109,5,ISONE,2020-07-19,2020-07-21,2020-07-20,202,86.38,3,5.0
HW_NERC5_Event110,5,ISONE,2020-07-24,2020-07-31,2020-07-27,209,87.35,8,5.0
HW_NERC5_Event111,5,ISONE,2020-08-10,2020-08-13,2020-08-11,224,85.12,4,4.0
HW_NERC5_Event112,5,ISONE,2020-08-23,2020-08-24,2020-08-23,236,83.61,2,4.0
HW_NERC5_Event113,5,ISONE,2021-06-06,2021-06-08,2021-06-07,158,84.56,3,3.0
HW_NERC5_Event114,5,ISONE,2021-06-28,2021-06-30,2021-06-29,180,86.65,3,6.0
HW_NERC5_Event115,5,ISONE,2021-08-11,2021-08-13,2021-08-12,224,86.87,3,8.0
HW_NERC5_Event116,5,ISONE,2021-08-24,2021-08-26,2021-08-25,237,86.03,3,7.0
HW_NERC5_Event117,5,ISONE,2022-07-19,2022-07-25,2022-07-22,203,88.35,7,6.0
HW_NERC5_Event118,5,ISONE,2022-08-03,2022-08-09,2022-08-06,218,86.38,7,6.0
HW_NERC5_Event119,5,ISONE,2022-08-20,2022-08-20,2022-08-20,232,83.36,1,2.0
HW_NERC5_Event120,5,ISONE,2022-08-30,2022-08-30,2022-08-30,242,82.67,1,5.0
HW_NERC5_Event121,5,ISONE,2023-07-05,2023-07-07,2023-07-06,187,83.75,3,4.0
HW_NERC5_Event122,5,ISONE,2023-07-12,2023-07-12,2023-07-12,193,83.51,1,3.0
HW_NERC5_Event123,5,ISONE,2023-07-27,2023-07-28,2023-07-27,208,83.86,2,9.0
HW_NERC5_Event124,5,ISONE,2023-09-04,2023-09-08,2023-09-06,249,85.83,5,7.0
HW_NERC5_Event125,5,ISONE,2024-06-19,2024-06-20,2024-06-19,171,84.97,2,3.0
HW_NERC5_Event126,5,ISONE,2024-07-06,2024-07-10,2024-07-08,190,85.87,5,8.0
