NERC_ID,start_date,end_date,duration,centroid_date,lowest_temperature
Florida,2020-12-02,2020-12-02,1,2020-12-02,275.954358688373
Florida,2020-12-26,2020-12-27,2,2020-12-26,274.967831048359
Florida,2021-02-02,2021-02-04,3,2021-02-03,274.475397166086
Florida,2022-01-23,2022-01-23,1,2022-01-23,276.76193700368
Florida,2022-01-29,2022-01-31,3,2022-01-30,274.936223380359
Florida,2022-12-24,2022-12-27,4,2022-12-25,270.317778197995
Florida,2023-01-14,2023-01-16,3,2023-01-15,274.810158740934
Florida,2024-01-21,2024-01-21,1,2024-01-21,275.657297166558
Florida,2024-12-03,2024-12-03,1,2024-12-03,276.553864753351
Florida,2024-12-22,2024-12-22,1,2024-12-22,276.899545876302
Great Basin,1981-02-10,1981-02-11,2,1981-02-10,259.48074076238
Great Basin,1982-01-03,1982-01-09,7,1982-01-06,254.623620345757
Great Basin,1982-01-22,1982-01-22,1,1982-01-22,259.287339658839
Great Basin,1982-02-02,1982-02-10,9,1982-02-06,251.572361084341
Great Basin,1982-12-27,1982-12-31,5,1982-12-29,256.542031553951
Great Basin,1983-12-20,1983-12-24,5,1983-12-22,254.606840888706
Great Basin,1983-12-28,1983-12-29,2,1983-12-28,257.513596737722
Great Basin,1984-01-15,1984-01-21,7,1984-01-18,252.840172175184
Great Basin,1985-01-02,1985-01-02,1,1985-01-02,259.337062383487
Great Basin,1985-01-12,1985-01-12,1,1985-01-12,259.891990629572
Great Basin,1985-01-30,1985-02-07,9,1985-02-03,249.357136661947
Great Basin,1985-11-19,1985-11-22,4,1985-11-20,258.198284326735
Great Basin,1985-12-10,1985-12-14,5,1985-12-12,255.057530106687
Great Basin,1986-02-08,1986-02-11,4,1986-02-09,257.930079016641
Great Basin,1987-01-16,1987-01-21,6,1987-01-18,257.892681300974
Great Basin,1987-12-14,1987-12-15,2,1987-12-14,258.456677990124
Great Basin,1987-12-25,1987-12-27,3,1987-12-26,257.563353531995
Great Basin,1988-01-01,1988-01-03,3,1988-01-02,257.603656769183
Great Basin,1988-01-19,1988-01-21,3,1988-01-20,258.124897530936
Great Basin,1988-12-26,1988-12-30,5,1988-12-28,254.952878735496
Great Basin,1989-01-07,1989-01-09,3,1989-01-08,255.745553575391
Great Basin,1989-01-12,1989-01-14,3,1989-01-13,258.616718259075
Great Basin,1989-02-03,1989-02-09,7,1989-02-06,249.056376677473
Great Basin,1989-02-15,1989-02-15,1,1989-02-15,259.614224102925
Great Basin,1989-03-04,1989-03-04,1,1989-03-04,259.863019887229
Great Basin,1990-02-15,1990-02-16,2,1990-02-15,257.217988908239
Great Basin,1990-12-20,1990-12-31,12,1990-12-25,247.324646769105
Great Basin,1991-01-21,1991-01-25,5,1991-01-23,259.296415372979
Great Basin,1991-01-28,1991-01-30,3,1991-01-29,258.229138331305
Great Basin,1991-12-01,1991-12-01,1,1991-12-01,259.671548571804
Great Basin,1992-11-25,1992-11-25,1,1992-11-25,259.772567460653
Great Basin,1992-12-16,1992-12-20,5,1992-12-18,258.843370884137
Great Basin,1993-01-04,1993-01-05,2,1993-01-04,257.700296712862
Great Basin,1993-01-12,1993-01-13,2,1993-01-12,259.03214769328
Great Basin,1993-11-25,1993-11-26,2,1993-11-25,256.895473146657
Great Basin,1993-12-21,1993-12-21,1,1993-12-21,259.747928163322
Great Basin,1993-12-23,1993-12-23,1,1993-12-23,259.633468811649
Great Basin,1994-01-30,1994-02-02,4,1994-01-31,257.100201301129
Great Basin,1994-11-28,1994-11-28,1,1994-11-28,259.555183924356
Great Basin,1994-12-09,1994-12-10,2,1994-12-09,259.322947497403
Great Basin,1995-01-01,1995-01-02,2,1995-01-01,259.363405204035
Great Basin,1996-01-18,1996-01-19,2,1996-01-18,259.188608166904
Great Basin,1996-01-25,1996-01-28,4,1996-01-26,258.107473145927
Great Basin,1996-02-01,1996-02-04,4,1996-02-02,255.413602144481
Great Basin,1996-02-27,1996-02-29,3,1996-02-28,257.770451127096
Great Basin,1996-12-16,1996-12-19,4,1996-12-17,254.729627396408
Great Basin,1997-01-12,1997-01-16,5,1997-01-14,257.505796298523
Great Basin,1998-02-27,1998-02-28,2,1998-02-27,259.443189983203
Great Basin,1998-12-20,1998-12-24,5,1998-12-22,252.669267628872
Great Basin,2000-11-13,2000-11-13,1,2000-11-13,259.515931111391
Great Basin,2000-11-17,2000-11-17,1,2000-11-17,259.105459921415
Great Basin,2001-01-16,2001-01-18,3,2001-01-17,258.971408272858
Great Basin,2001-02-09,2001-02-09,1,2001-02-09,259.873328442672
Great Basin,2002-01-18,2002-01-19,2,2002-01-18,259.358568094894
Great Basin,2002-01-30,2002-02-01,3,2002-01-31,257.094786031787
Great Basin,2002-02-26,2002-02-27,2,2002-02-26,258.893451876455
Great Basin,2002-03-01,2002-03-03,3,2002-03-02,256.449974132095
Great Basin,2003-02-06,2003-02-08,3,2003-02-07,258.751846795385
Great Basin,2003-11-23,2003-11-23,1,2003-11-23,259.743817715257
Great Basin,2003-12-28,2003-12-29,2,2003-12-28,259.062899044056
Great Basin,2004-01-04,2004-01-06,3,2004-01-05,254.166640178819
Great Basin,2004-01-26,2004-01-27,2,2004-01-26,259.339828999264
Great Basin,2004-02-10,2004-02-13,4,2004-02-11,257.439182536164
Great Basin,2004-11-30,2004-12-01,2,2004-11-30,259.288642944349
Great Basin,2004-12-23,2004-12-24,2,2004-12-23,258.464422511195
Great Basin,2005-12-05,2005-12-09,5,2005-12-07,255.814127022147
Great Basin,2005-12-15,2005-12-17,3,2005-12-16,258.432746277054
Great Basin,2006-02-17,2006-02-18,2,2006-02-17,257.727730772322
Great Basin,2006-11-29,2006-12-03,5,2006-12-01,258.085666682113
Great Basin,2007-01-13,2007-01-18,6,2007-01-15,254.198440599441
Great Basin,2007-02-01,2007-02-02,2,2007-02-01,258.206671107609
Great Basin,2007-03-02,2007-03-02,1,2007-03-02,259.541316050074
Great Basin,2007-12-14,2007-12-15,2,2007-12-14,259.354852728469
Great Basin,2007-12-26,2008-01-01,7,2007-12-29,256.81212966661
Great Basin,2008-01-15,2008-01-23,9,2008-01-19,254.68038430632
Great Basin,2008-01-29,2008-02-01,4,2008-01-30,256.790477624545
Great Basin,2008-02-05,2008-02-06,2,2008-02-05,258.512348342842
Great Basin,2008-12-15,2008-12-16,2,2008-12-15,258.370785520281
Great Basin,2008-12-20,2008-12-21,2,2008-12-20,258.543404925478
Great Basin,2008-12-25,2008-12-27,3,2008-12-26,258.241601362455
Great Basin,2009-01-04,2009-01-05,2,2009-01-04,258.136729165375
Great Basin,2009-01-27,2009-01-28,2,2009-01-27,259.437980173826
Great Basin,2009-12-04,2009-12-04,1,2009-12-04,259.676816872803
Great Basin,2009-12-07,2009-12-11,5,2009-12-09,254.49993144568
Great Basin,2009-12-25,2009-12-27,3,2009-12-26,257.846793548335
Great Basin,2010-01-08,2010-01-08,1,2010-01-08,259.284440910352
Great Basin,2010-11-24,2010-11-26,3,2010-11-25,256.116208232697
Great Basin,2010-12-30,2011-01-04,6,2011-01-01,251.62719978373
Great Basin,2011-01-10,2011-01-12,3,2011-01-11,255.513597686318
Great Basin,2011-02-01,2011-02-03,3,2011-02-02,252.240514654451
Great Basin,2011-02-08,2011-02-10,3,2011-02-09,257.372197640856
Great Basin,2011-12-05,2011-12-06,2,2011-12-05,259.061309760575
Great Basin,2012-12-28,2013-01-04,8,2012-12-31,256.530844786206
Great Basin,2013-01-11,2013-01-16,6,2013-01-13,251.47303475532
Great Basin,2013-12-04,2013-12-11,8,2013-12-07,252.811461032408
Great Basin,2014-01-05,2014-01-06,2,2014-01-05,259.130340421348
Great Basin,2014-02-03,2014-02-06,4,2014-02-04,256.518297596333
Great Basin,2014-12-27,2015-01-03,8,2014-12-30,254.761826000994
Great Basin,2015-12-25,2016-01-02,9,2015-12-29,256.393775997894
Great Basin,2016-02-02,2016-02-04,3,2016-02-03,257.758496839752
Great Basin,2016-12-07,2016-12-08,2,2016-12-07,257.751902733448
Great Basin,2016-12-17,2016-12-19,3,2016-12-18,255.785368429517
Great Basin,2017-01-05,2017-01-07,3,2017-01-06,254.974955783348
Great Basin,2017-01-25,2017-01-28,4,2017-01-26,257.550761116027
Great Basin,2018-02-20,2018-02-24,5,2018-02-22,257.375380619121
Great Basin,2018-12-28,2018-12-28,1,2018-12-28,259.719839867052
Great Basin,2018-12-31,2019-01-02,3,2019-01-01,256.969223116026
Great Basin,2019-02-07,2019-02-09,3,2019-02-08,257.376104884128
Great Basin,2019-02-18,2019-02-23,6,2019-02-20,257.654311888419
Great Basin,2019-12-29,2019-12-30,2,2019-12-29,259.268288425977
Great Basin,2020-02-04,2020-02-05,2,2020-02-04,258.565355833507
Great Basin,2022-01-01,2022-01-03,3,2022-01-02,256.914574915311
Great Basin,2022-02-02,2022-02-04,3,2022-02-03,257.181142417189
Great Basin,2022-02-23,2022-02-26,4,2022-02-24,257.300600024672
Great Basin,2022-12-15,2022-12-19,5,2022-12-17,257.201443861448
Great Basin,2022-12-21,2022-12-23,3,2022-12-22,258.023535702142
Great Basin,2023-01-30,2023-02-01,3,2023-01-31,256.357296032803
Great Basin,2023-02-16,2023-02-17,2,2023-02-16,258.153534282222
Great Basin,2023-02-23,2023-02-24,2,2023-02-23,259.126673915095
Great Basin,2024-01-11,2024-01-16,6,2024-01-13,257.735520306995
ISONE,1980-01-31,1980-02-04,5,1980-02-02,254.324680517951
ISONE,1980-02-29,1980-03-02,3,1980-03-01,254.170110482923
ISONE,1980-12-19,1980-12-21,3,1980-12-20,253.150104601686
ISONE,1980-12-25,1980-12-27,3,1980-12-26,249.796302359085
ISONE,1981-01-02,1981-01-06,5,1981-01-04,246.094169877552
ISONE,1981-01-08,1981-01-14,7,1981-01-11,249.099114674187
ISONE,1982-01-10,1982-01-13,4,1982-01-11,250.321981648929
ISONE,1982-01-16,1982-01-29,14,1982-01-22,247.585666662518
ISONE,1982-02-25,1982-02-25,1,1982-02-25,255.344745633213
ISONE,1983-01-18,1983-01-21,4,1983-01-19,250.787136218191
ISONE,1983-02-10,1983-02-12,3,1983-02-11,253.889675212751
ISONE,1983-12-21,1983-12-21,1,1983-12-21,256.628756193988
ISONE,1983-12-25,1983-12-27,3,1983-12-26,252.366559010073
ISONE,1984-01-12,1984-01-13,2,1984-01-12,256.101429513956
ISONE,1984-01-20,1984-01-23,4,1984-01-21,250.970868686975
ISONE,1984-02-09,1984-02-09,1,1984-02-09,256.576628692538
ISONE,1984-03-09,1984-03-12,4,1984-03-10,253.318259398809
ISONE,1985-01-09,1985-01-11,3,1985-01-10,254.648097822566
ISONE,1985-01-16,1985-01-17,2,1985-01-16,254.118975409385
ISONE,1985-01-21,1985-01-22,2,1985-01-21,254.28844770929
ISONE,1985-02-07,1985-02-09,3,1985-02-08,253.253872205505
ISONE,1986-01-08,1986-01-08,1,1986-01-08,255.047303707585
ISONE,1986-01-14,1986-01-16,3,1986-01-15,252.094832804608
ISONE,1986-02-27,1986-02-27,1,1986-02-27,255.675043224678
ISONE,1986-03-08,1986-03-08,1,1986-03-08,256.351768553721
ISONE,1987-01-24,1987-01-29,6,1987-01-26,251.948975436511
ISONE,1987-02-11,1987-02-17,7,1987-02-14,247.627170284926
ISONE,1987-12-30,1987-12-30,1,1987-12-30,255.046219053197
ISONE,1988-01-06,1988-01-08,3,1988-01-07,252.941574314931
ISONE,1988-01-14,1988-01-15,2,1988-01-14,250.561014993863
ISONE,1988-02-06,1988-02-07,2,1988-02-06,254.502962465956
ISONE,1988-12-12,1988-12-12,1,1988-12-12,256.063507933826
ISONE,1989-01-04,1989-01-05,2,1989-01-04,253.413210253402
ISONE,1989-03-07,1989-03-08,2,1989-03-07,255.247879823867
ISONE,1989-12-14,1989-12-14,1,1989-12-14,256.463000530241
ISONE,1989-12-21,1989-12-24,4,1989-12-22,251.244604984966
ISONE,1989-12-26,1989-12-28,3,1989-12-27,254.366457693869
ISONE,1990-02-26,1990-02-27,2,1990-02-26,255.827934541351
ISONE,1991-01-22,1991-01-22,1,1991-01-22,256.309980441885
ISONE,1992-01-16,1992-01-18,3,1992-01-17,254.920565420912
ISONE,1992-01-20,1992-01-20,1,1992-01-20,255.949716766364
ISONE,1992-01-26,1992-01-26,1,1992-01-26,256.734641095353
ISONE,1992-02-11,1992-02-11,1,1992-02-11,256.27737060481
ISONE,1993-01-30,1993-02-03,5,1993-02-01,254.163507700459
ISONE,1993-02-05,1993-02-08,4,1993-02-06,252.121046663903
ISONE,1993-02-19,1993-02-20,2,1993-02-19,255.07770083329
ISONE,1993-02-25,1993-02-27,3,1993-02-26,253.998830298052
ISONE,1993-03-15,1993-03-15,1,1993-03-15,255.791985257535
ISONE,1993-03-19,1993-03-19,1,1993-03-19,256.262266209763
ISONE,1993-12-27,1993-12-30,4,1993-12-28,253.572124140174
ISONE,1994-01-05,1994-01-07,3,1994-01-06,254.758322574535
ISONE,1994-01-09,1994-01-11,3,1994-01-10,251.869208891658
ISONE,1994-01-15,1994-01-23,9,1994-01-19,246.622391759391
ISONE,1994-01-26,1994-01-28,3,1994-01-27,251.128791549225
ISONE,1994-01-31,1994-02-03,4,1994-02-01,255.190645471635
ISONE,1994-02-09,1994-02-11,3,1994-02-10,253.490876574766
ISONE,1994-02-26,1994-03-01,4,1994-02-27,252.837074502901
ISONE,1995-02-05,1995-02-08,4,1995-02-06,249.299143548216
ISONE,1995-02-13,1995-02-13,1,1995-02-13,256.06936963217
ISONE,1996-01-04,1996-01-08,5,1996-01-06,248.199785991271
ISONE,1996-01-10,1996-01-10,1,1996-01-10,256.22241970514
ISONE,1996-01-15,1996-01-15,1,1996-01-15,255.680736122387
ISONE,1996-02-04,1996-02-06,3,1996-02-05,252.725638666506
ISONE,1996-02-13,1996-02-13,1,1996-02-13,255.546391872923
ISONE,1996-03-10,1996-03-10,1,1996-03-10,256.460877643465
ISONE,1997-01-18,1997-01-19,2,1997-01-18,251.909686115558
ISONE,1998-01-01,1998-01-01,1,1998-01-01,256.735787823259
ISONE,1998-12-31,1999-01-02,3,1999-01-01,254.19743324838
ISONE,1999-01-13,1999-01-13,1,1999-01-13,256.563660585094
ISONE,2000-01-14,2000-01-23,10,2000-01-18,250.63377639396
ISONE,2000-01-27,2000-01-29,3,2000-01-28,252.574003946728
ISONE,2000-12-25,2000-12-25,1,2000-12-25,256.525674894973
ISONE,2003-01-14,2003-01-29,16,2003-01-21,249.661457388298
ISONE,2003-02-11,2003-02-17,7,2003-02-14,249.273067188115
ISONE,2003-02-25,2003-02-26,2,2003-02-25,255.748750092948
ISONE,2004-01-08,2004-01-11,4,2004-01-09,249.108273049757
ISONE,2004-01-13,2004-01-17,5,2004-01-15,246.852331808113
ISONE,2004-01-21,2004-01-27,7,2004-01-24,249.764139406258
ISONE,2004-01-31,2004-01-31,1,2004-01-31,255.785855274181
ISONE,2004-02-16,2004-02-16,1,2004-02-16,255.546169236412
ISONE,2004-12-20,2004-12-21,2,2004-12-20,254.863140237442
ISONE,2005-01-18,2005-01-29,12,2005-01-23,251.033850073177
ISONE,2005-03-10,2005-03-10,1,2005-03-10,256.32433833033
ISONE,2006-01-16,2006-01-16,1,2006-01-16,256.196713244244
ISONE,2006-02-27,2006-02-28,2,2006-02-27,255.733210405389
ISONE,2007-01-26,2007-01-27,2,2007-01-26,253.780593043139
ISONE,2007-02-05,2007-02-08,4,2007-02-06,254.564399506284
ISONE,2007-02-10,2007-02-10,1,2007-02-10,256.765899523278
ISONE,2007-02-12,2007-02-12,1,2007-02-12,256.65690751734
ISONE,2007-02-14,2007-02-16,3,2007-02-15,255.663087299927
ISONE,2007-02-19,2007-02-19,1,2007-02-19,254.949556622234
ISONE,2007-03-06,2007-03-08,3,2007-03-07,251.160351094246
ISONE,2008-01-03,2008-01-04,2,2008-01-03,254.056141530812
ISONE,2008-12-22,2008-12-22,1,2008-12-22,255.686432583225
ISONE,2009-01-01,2009-01-02,2,2009-01-01,255.50637977496
ISONE,2009-01-13,2009-01-17,5,2009-01-15,249.678087854821
ISONE,2009-01-24,2009-01-26,3,2009-01-25,252.64303900182
ISONE,2009-02-05,2009-02-06,2,2009-02-05,252.854103990784
ISONE,2009-03-04,2009-03-04,1,2009-03-04,255.33395421172
ISONE,2010-01-30,2010-01-30,1,2010-01-30,255.284245181957
ISONE,2011-01-16,2011-01-17,2,2011-01-16,255.96146371712
ISONE,2011-01-22,2011-01-25,4,2011-01-23,249.592068679507
ISONE,2011-01-31,2011-01-31,1,2011-01-31,255.633310815652
ISONE,2011-02-10,2011-02-10,1,2011-02-10,255.14922618113
ISONE,2012-01-15,2012-01-15,1,2012-01-15,255.701304391568
ISONE,2013-01-02,2013-01-03,2,2013-01-02,255.407365354261
ISONE,2013-01-22,2013-01-26,5,2013-01-24,251.636916851206
ISONE,2014-01-02,2014-01-04,3,2014-01-03,251.020526398827
ISONE,2014-01-08,2014-01-08,1,2014-01-08,256.662805597336
ISONE,2014-01-22,2014-01-25,4,2014-01-23,252.950017380824
ISONE,2014-02-11,2014-02-12,2,2014-02-11,255.570552684681
ISONE,2014-02-17,2014-02-18,2,2014-02-17,256.072945071968
ISONE,2014-02-27,2014-02-28,2,2014-02-27,255.472450318847
ISONE,2014-03-05,2014-03-05,1,2014-03-05,256.756399019126
ISONE,2015-01-07,2015-01-09,3,2015-01-08,253.983490363516
ISONE,2015-01-28,2015-01-28,1,2015-01-28,256.712345467837
ISONE,2015-01-30,2015-02-07,9,2015-02-03,252.396234155805
ISONE,2015-02-12,2015-02-28,17,2015-02-20,248.100037933839
ISONE,2015-03-06,2015-03-06,1,2015-03-06,256.755709281241
ISONE,2016-02-12,2016-02-15,4,2016-02-13,249.270175909739
ISONE,2016-12-16,2016-12-16,1,2016-12-16,256.567774744677
ISONE,2017-01-08,2017-01-09,2,2017-01-08,255.716051338415
ISONE,2017-02-10,2017-02-10,1,2017-02-10,256.207795744877
ISONE,2017-03-12,2017-03-12,1,2017-03-12,255.330717675257
ISONE,2017-12-27,2018-01-02,7,2017-12-30,251.739202606318
ISONE,2018-01-05,2018-01-08,4,2018-01-06,248.074375895569
ISONE,2019-01-12,2019-01-12,1,2019-01-12,256.533105885082
ISONE,2019-01-20,2019-01-22,3,2019-01-21,252.730237481817
ISONE,2019-01-31,2019-02-01,2,2019-01-31,254.665550304342
ISONE,2019-03-06,2019-03-07,2,2019-03-06,255.841716171898
ISONE,2021-01-30,2021-01-31,2,2021-01-30,254.003335428846
ISONE,2022-01-11,2022-01-11,1,2022-01-11,256.158390454293
ISONE,2022-01-15,2022-01-16,2,2022-01-15,254.801593818394
ISONE,2022-01-20,2022-01-22,3,2022-01-21,255.578578776741
ISONE,2022-01-30,2022-01-31,2,2022-01-30,255.422775489057
ISONE,2022-02-15,2022-02-15,1,2022-02-15,256.455470773807
ISONE,2022-02-27,2022-02-27,1,2022-02-27,256.701132605836
ISONE,2023-02-03,2023-02-05,3,2023-02-04,248.737039021207
Maritimes,1980-03-02,1980-03-02,1,1980-03-02,247.682328533186
Maritimes,1980-12-15,1980-12-16,2,1980-12-15,246.471339425829
Maritimes,1980-12-19,1980-12-22,4,1980-12-20,241.029848610726
Maritimes,1980-12-25,1980-12-27,3,1980-12-26,242.288748269178
Maritimes,1981-01-02,1981-01-06,5,1981-01-04,237.294733222561
Maritimes,1981-01-09,1981-01-13,5,1981-01-11,244.126044032124
Maritimes,1982-01-09,1982-01-13,5,1982-01-11,241.67650604634
Maritimes,1982-01-17,1982-01-29,13,1982-01-23,237.845614326595
Maritimes,1982-02-25,1982-03-01,5,1982-02-27,244.226483430259
Maritimes,1983-12-20,1983-12-21,2,1983-12-20,245.896846210653
Maritimes,1983-12-25,1983-12-26,2,1983-12-25,247.267683928736
Maritimes,1984-01-11,1984-01-14,4,1984-01-12,244.815871872981
Maritimes,1984-01-21,1984-01-23,3,1984-01-22,244.847227453152
Maritimes,1984-02-09,1984-02-09,1,1984-02-09,245.439309517216
Maritimes,1984-03-08,1984-03-12,5,1984-03-10,245.256345887566
Maritimes,1984-12-26,1984-12-27,2,1984-12-26,245.613745038309
Maritimes,1985-01-07,1985-01-08,2,1985-01-07,247.222981630204
Maritimes,1985-01-10,1985-01-11,2,1985-01-10,248.186310809563
Maritimes,1985-01-17,1985-01-18,2,1985-01-17,247.431084648758
Maritimes,1985-02-05,1985-02-08,4,1985-02-06,245.03387519616
Maritimes,1985-12-20,1985-12-20,1,1985-12-20,247.346107726392
Maritimes,1986-01-08,1986-01-08,1,1986-01-08,248.173670266777
Maritimes,1986-01-14,1986-01-16,3,1986-01-15,243.127979322441
Maritimes,1986-01-24,1986-01-24,1,1986-01-24,248.053490722791
Maritimes,1986-12-08,1986-12-08,1,1986-12-08,248.362797470691
Maritimes,1987-01-17,1987-01-17,1,1987-01-17,248.111955598634
Maritimes,1987-01-25,1987-01-27,3,1987-01-26,243.580385396474
Maritimes,1987-02-13,1987-02-15,3,1987-02-14,246.238879811687
Maritimes,1988-01-06,1988-01-08,3,1988-01-07,245.012708391027
Maritimes,1988-01-14,1988-01-15,2,1988-01-14,243.094866149728
Maritimes,1988-01-28,1988-01-28,1,1988-01-28,247.857172066833
Maritimes,1988-02-06,1988-02-07,2,1988-02-06,248.339284593372
Maritimes,1989-01-04,1989-01-06,3,1989-01-05,245.740759254131
Maritimes,1989-02-17,1989-02-19,3,1989-02-18,243.786748361488
Maritimes,1989-03-07,1989-03-08,2,1989-03-07,244.793865503554
Maritimes,1989-12-08,1989-12-09,2,1989-12-08,246.398618572879
Maritimes,1989-12-13,1989-12-15,3,1989-12-14,247.588403027785
Maritimes,1989-12-22,1989-12-24,3,1989-12-23,245.569965845103
Maritimes,1989-12-28,1989-12-30,3,1989-12-29,242.809162743469
Maritimes,1990-01-14,1990-01-14,1,1990-01-14,248.245952183144
Maritimes,1990-02-03,1990-02-05,3,1990-02-04,243.824996769131
Maritimes,1990-02-19,1990-02-19,1,1990-02-19,247.737021139112
Maritimes,1990-02-26,1990-02-27,2,1990-02-26,246.327041908982
Maritimes,1991-01-08,1991-01-12,5,1991-01-10,245.776138188867
Maritimes,1991-01-22,1991-01-22,1,1991-01-22,245.399231514816
Maritimes,1991-01-25,1991-01-26,2,1991-01-25,246.241306655589
Maritimes,1992-01-16,1992-01-22,7,1992-01-19,244.238704421675
Maritimes,1992-01-26,1992-01-27,2,1992-01-26,246.808802270839
Maritimes,1992-02-11,1992-02-12,2,1992-02-11,246.286480660943
Maritimes,1992-02-29,1992-03-02,3,1992-03-01,245.114263823502
Maritimes,1993-01-30,1993-02-01,3,1993-01-31,243.539791378196
Maritimes,1993-02-05,1993-02-08,4,1993-02-06,243.081807440229
Maritimes,1993-02-19,1993-02-22,4,1993-02-20,243.836684667221
Maritimes,1993-02-26,1993-02-27,2,1993-02-26,248.117103295486
Maritimes,1993-12-27,1993-12-30,4,1993-12-28,241.392234837995
Maritimes,1994-01-06,1994-01-11,6,1994-01-08,245.329326594664
Maritimes,1994-01-15,1994-01-28,14,1994-01-21,240.29458414105
Maritimes,1994-01-30,1994-02-02,4,1994-01-31,244.052220529862
Maritimes,1994-02-08,1994-02-11,4,1994-02-09,242.854959383366
Maritimes,1994-03-01,1994-03-01,1,1994-03-01,247.950047539924
Maritimes,1995-01-10,1995-01-11,2,1995-01-10,242.951861441891
Maritimes,1995-02-06,1995-02-09,4,1995-02-07,240.900702021601
Maritimes,1995-02-26,1995-02-26,1,1995-02-26,246.702866703591
Maritimes,1995-12-13,1995-12-13,1,1995-12-13,247.617198375335
Maritimes,1996-01-02,1996-01-08,7,1996-01-05,245.346706360196
Maritimes,1996-01-15,1996-01-16,2,1996-01-15,245.895059078741
Maritimes,1996-02-04,1996-02-05,2,1996-02-04,247.783739038124
Maritimes,1996-02-13,1996-02-14,2,1996-02-13,246.915965568171
Maritimes,1997-01-17,1997-01-20,4,1997-01-18,240.842771623742
Maritimes,1997-01-29,1997-01-30,2,1997-01-29,245.897168835964
Maritimes,1997-02-17,1997-02-17,1,1997-02-17,248.205882488692
Maritimes,1998-01-01,1998-01-01,1,1998-01-01,246.969152127758
Maritimes,1998-01-27,1998-01-27,1,1998-01-27,247.869939536601
Maritimes,1998-02-15,1998-02-15,1,1998-02-15,248.054177513154
Maritimes,1999-01-01,1999-01-02,2,1999-01-01,245.290407089449
Maritimes,1999-01-07,1999-01-07,1,1999-01-07,248.262537616542
Maritimes,1999-01-12,1999-01-14,3,1999-01-13,244.566836979599
Maritimes,1999-01-30,1999-01-30,1,1999-01-30,248.424882765624
Maritimes,1999-02-23,1999-02-23,1,1999-02-23,248.192622080679
Maritimes,2000-01-14,2000-01-15,2,2000-01-14,246.436250346165
Maritimes,2000-01-19,2000-01-20,2,2000-01-19,247.124605372473
Maritimes,2000-01-22,2000-01-23,2,2000-01-22,246.733104403212
Maritimes,2000-02-06,2000-02-09,4,2000-02-07,245.599874919228
Maritimes,2001-02-22,2001-02-23,2,2001-02-22,246.603775962337
Maritimes,2001-02-28,2001-03-03,4,2001-03-01,244.776872057602
Maritimes,2002-02-11,2002-02-13,3,2002-02-12,245.635976183883
Maritimes,2003-01-15,2003-01-19,5,2003-01-17,245.773661035724
Maritimes,2003-01-21,2003-01-24,4,2003-01-22,246.627349303056
Maritimes,2003-01-29,2003-01-29,1,2003-01-29,247.958697959937
Maritimes,2003-02-11,2003-02-17,7,2003-02-14,238.174254130896
Maritimes,2003-02-26,2003-02-27,2,2003-02-26,245.890762485
Maritimes,2004-01-08,2004-01-11,4,2004-01-09,243.879183051786
Maritimes,2004-01-14,2004-01-16,3,2004-01-15,241.00072094526
Maritimes,2004-01-23,2004-01-27,5,2004-01-25,241.03528247023
Maritimes,2004-02-15,2004-02-17,3,2004-02-16,242.371232345611
Maritimes,2005-01-20,2005-01-23,4,2005-01-21,244.894577679313
Maritimes,2005-01-25,2005-01-28,4,2005-01-26,244.354664912767
Maritimes,2005-02-20,2005-02-20,1,2005-02-20,247.258524416136
Maritimes,2007-01-17,2007-01-18,2,2007-01-17,246.834070894489
Maritimes,2007-01-26,2007-01-31,6,2007-01-28,245.269209360288
Maritimes,2007-02-05,2007-02-09,5,2007-02-07,246.017799316902
Maritimes,2007-03-07,2007-03-08,2,2007-03-07,244.790504477061
Maritimes,2008-01-21,2008-01-21,1,2008-01-21,247.218049016893
Maritimes,2008-01-26,2008-01-26,1,2008-01-26,248.339557832549
Maritimes,2009-01-14,2009-01-18,5,2009-01-16,240.263437182683
Maritimes,2009-01-24,2009-01-27,4,2009-01-25,243.012477153143
Maritimes,2010-02-01,2010-02-02,2,2010-02-01,247.725231699437
Maritimes,2011-01-23,2011-01-25,3,2011-01-24,243.34629280901
Maritimes,2011-01-31,2011-01-31,1,2011-01-31,248.347515462014
Maritimes,2011-02-10,2011-02-10,1,2011-02-10,248.141524969999
Maritimes,2011-02-12,2011-02-12,1,2011-02-12,247.973172713007
Maritimes,2012-01-15,2012-01-15,1,2012-01-15,248.249092587464
Maritimes,2012-01-20,2012-01-20,1,2012-01-20,248.313618572879
Maritimes,2012-02-13,2012-02-13,1,2012-02-13,246.808713191175
Maritimes,2013-01-22,2013-01-26,5,2013-01-24,243.670716791286
Maritimes,2013-12-31,2014-01-04,5,2014-01-02,240.078034247208
Maritimes,2014-01-22,2014-01-23,2,2014-01-22,247.519732299455
Maritimes,2014-03-04,2014-03-06,3,2014-03-05,246.076518969814
Maritimes,2015-01-05,2015-01-09,5,2015-01-07,243.032641927444
Maritimes,2015-01-14,2015-01-14,1,2015-01-14,248.401149266131
Maritimes,2015-01-16,2015-01-17,2,2015-01-16,247.376446506046
Maritimes,2015-02-01,2015-02-03,3,2015-02-02,244.056454813994
Maritimes,2015-02-05,2015-02-15,11,2015-02-10,245.489457675621
Maritimes,2015-02-24,2015-02-27,4,2015-02-25,245.45062217299
