NERC_ID,start_date,end_date,duration,centroid_date,highest_temperature
Great Basin,2021-09-09,2021-09-09,1,2021-09-09,301.966489343556
Great Basin,2022-07-09,2022-07-10,2,2022-07-09,302.371651906701
Great Basin,2022-07-13,2022-07-13,1,2022-07-13,302.334705725894
Great Basin,2022-07-16,2022-07-18,3,2022-07-17,303.083936716657
Great Basin,2022-07-21,2022-07-23,3,2022-07-22,303.256552340723
Great Basin,2022-08-09,2022-08-10,2,2022-08-09,302.460688083715
Great Basin,2022-08-31,2022-09-07,8,2022-09-03,303.667837274772
Great Basin,2023-07-15,2023-07-25,11,2023-07-20,304.492982467615
Great Basin,2023-07-27,2023-07-30,4,2023-07-28,303.05872370852
Great Basin,2023-08-16,2023-08-16,1,2023-08-16,302.186901410485
Great Basin,2024-07-09,2024-07-15,7,2024-07-12,304.917345423474
Great Basin,2024-07-22,2024-07-25,4,2024-07-23,303.608147427769
Great Basin,2024-08-01,2024-08-04,4,2024-08-02,304.48242905796
ISONE,1980-07-16,1980-07-17,2,1980-07-16,301.603331671444
ISONE,1980-07-19,1980-07-22,4,1980-07-20,303.644602223661
ISONE,1980-08-01,1980-08-09,9,1980-08-05,302.847996641197
ISONE,1980-08-25,1980-08-26,2,1980-08-25,301.52208467569
ISONE,1981-07-07,1981-07-11,5,1981-07-09,304.308184398379
ISONE,1982-07-16,1982-07-19,4,1982-07-17,302.926839816297
ISONE,1983-06-23,1983-06-23,1,1983-06-23,301.279249416065
ISONE,1983-07-03,1983-07-04,2,1983-07-03,302.242383807375
ISONE,1983-07-15,1983-07-17,3,1983-07-16,301.786550102649
ISONE,1983-08-07,1983-08-08,2,1983-08-07,301.867859181894
ISONE,1983-09-04,1983-09-06,3,1983-09-05,302.605719665056
ISONE,1984-06-08,1984-06-11,4,1984-06-09,303.593429487947
ISONE,1984-07-13,1984-07-15,3,1984-07-14,301.917314801872
ISONE,1984-08-05,1984-08-05,1,1984-08-05,301.46729934343
ISONE,1985-08-15,1985-08-15,1,1985-08-15,301.46831533339
ISONE,1986-07-06,1986-07-08,3,1986-07-07,301.814169354571
ISONE,1987-05-30,1987-05-31,2,1987-05-30,301.77385261069
ISONE,1987-07-11,1987-07-11,1,1987-07-11,301.185952467176
ISONE,1987-07-23,1987-07-25,3,1987-07-24,301.952604444513
ISONE,1987-08-16,1987-08-18,3,1987-08-17,302.535244260618
ISONE,1988-06-13,1988-06-15,3,1988-06-14,303.515037757916
ISONE,1988-07-07,1988-07-11,5,1988-07-09,302.593606740042
ISONE,1988-07-29,1988-08-15,18,1988-08-06,303.743103154494
ISONE,1989-07-24,1989-07-27,4,1989-07-25,302.916049771867
ISONE,1989-08-05,1989-08-05,1,1989-08-05,301.248044556742
ISONE,1989-09-10,1989-09-10,1,1989-09-10,301.506006493734
ISONE,1990-07-17,1990-07-19,3,1990-07-18,301.783294559375
ISONE,1990-08-04,1990-08-04,1,1990-08-04,301.278291958834
ISONE,1991-06-27,1991-06-28,2,1991-06-27,302.678560475615
ISONE,1991-07-16,1991-07-24,9,1991-07-20,304.916988058333
ISONE,1991-08-17,1991-08-17,1,1991-08-17,301.233720325743
ISONE,1991-08-28,1991-08-29,2,1991-08-28,301.210474708727
ISONE,1993-07-06,1993-07-11,6,1993-07-08,304.589237350813
ISONE,1993-08-02,1993-08-02,1,1993-08-02,301.033596481885
ISONE,1993-08-25,1993-08-28,4,1993-08-26,303.393423824918
ISONE,1994-06-17,1994-06-19,3,1994-06-18,302.413362259222
ISONE,1994-07-07,1994-07-09,3,1994-07-08,301.354510551281
ISONE,1994-07-20,1994-07-22,3,1994-07-21,302.423890641864
ISONE,1995-06-19,1995-06-19,1,1995-06-19,302.127636407358
ISONE,1995-07-13,1995-07-15,3,1995-07-14,303.536237868528
ISONE,1995-07-28,1995-07-28,1,1995-07-28,301.199783552291
ISONE,1995-07-30,1995-08-02,4,1995-07-31,302.559628607249
ISONE,1995-08-17,1995-08-17,1,1995-08-17,301.231298425761
ISONE,1997-07-13,1997-07-17,5,1997-07-15,302.113043990679
ISONE,1998-07-21,1998-07-22,2,1998-07-21,301.964902452767
ISONE,1998-08-25,1998-08-25,1,1998-08-25,301.054907733633
ISONE,1999-06-08,1999-06-08,1,1999-06-08,301.197744014885
ISONE,1999-06-27,1999-06-28,2,1999-06-27,301.646890982619
ISONE,1999-07-03,1999-07-06,4,1999-07-04,305.068694033108
ISONE,1999-07-16,1999-07-19,4,1999-07-17,304.317109244604
ISONE,1999-07-23,1999-07-25,3,1999-07-24,302.06544746587
ISONE,1999-07-27,1999-08-01,6,1999-07-29,301.945729806331
ISONE,2001-06-27,2001-06-27,1,2001-06-27,301.3123814402
ISONE,2001-07-24,2001-07-24,1,2001-07-24,301.689929900268
ISONE,2001-08-02,2001-08-02,1,2001-08-02,301.342070311478
ISONE,2001-08-06,2001-08-10,5,2001-08-08,304.776366890332
ISONE,2002-07-01,2002-07-04,4,2002-07-02,304.903288229356
ISONE,2002-07-30,2002-08-04,6,2002-08-01,302.936052679974
ISONE,2002-08-11,2002-08-18,8,2002-08-14,303.660311239222
ISONE,2002-09-09,2002-09-10,2,2002-09-09,301.744339425358
ISONE,2003-06-25,2003-06-27,3,2003-06-26,303.101975304948
ISONE,2003-07-05,2003-07-07,3,2003-07-06,302.023019899269
ISONE,2003-08-21,2003-08-21,1,2003-08-21,301.425826554134
ISONE,2005-06-26,2005-06-26,1,2005-06-26,301.279088399503
ISONE,2005-07-19,2005-07-21,3,2005-07-20,301.836990717515
ISONE,2005-07-26,2005-07-26,1,2005-07-26,301.045797031066
ISONE,2005-08-03,2005-08-04,2,2005-08-03,302.02525065965
ISONE,2005-08-10,2005-08-13,4,2005-08-11,302.14753657393
ISONE,2006-07-15,2006-07-18,4,2006-07-16,303.348407035687
ISONE,2006-07-28,2006-07-28,1,2006-07-28,301.10680281792
ISONE,2006-07-31,2006-08-03,4,2006-08-01,304.534142552119
ISONE,2007-06-27,2007-06-27,1,2007-06-27,301.533862874033
ISONE,2007-08-01,2007-08-03,3,2007-08-02,302.657459762415
ISONE,2008-06-08,2008-06-10,3,2008-06-09,303.924541531194
ISONE,2008-07-17,2008-07-19,3,2008-07-18,301.984312662
ISONE,2009-08-16,2009-08-19,4,2009-08-17,301.987045538318
ISONE,2010-07-04,2010-07-08,5,2010-07-06,304.339956253937
ISONE,2010-07-16,2010-07-18,3,2010-07-17,301.767199902936
ISONE,2010-07-24,2010-07-25,2,2010-07-24,301.286198505369
ISONE,2010-08-30,2010-09-02,4,2010-08-31,303.975454692655
ISONE,2011-06-08,2011-06-09,2,2011-06-08,301.906903603962
ISONE,2011-07-12,2011-07-12,1,2011-07-12,301.55061719678
ISONE,2011-07-17,2011-07-23,7,2011-07-20,304.407272654271
ISONE,2011-07-31,2011-07-31,1,2011-07-31,301.2193830685
ISONE,2012-06-20,2012-06-22,3,2012-06-21,304.077389041169
ISONE,2012-06-30,2012-06-30,1,2012-06-30,301.987493220003
ISONE,2012-07-13,2012-07-18,6,2012-07-15,302.61903052419
ISONE,2012-08-03,2012-08-05,3,2012-08-04,301.919546169405
ISONE,2013-06-24,2013-06-25,2,2013-06-24,301.366034420734
ISONE,2013-07-04,2013-07-07,4,2013-07-05,302.931024679175
ISONE,2013-07-15,2013-07-20,6,2013-07-17,303.925212890564
ISONE,2015-07-28,2015-07-30,3,2015-07-29,302.192269689917
ISONE,2015-08-16,2015-08-18,3,2015-08-17,302.197298103595
ISONE,2015-09-08,2015-09-08,1,2015-09-08,301.622272324765
ISONE,2016-07-14,2016-07-17,4,2016-07-15,301.865186285975
ISONE,2016-07-22,2016-07-28,7,2016-07-25,302.415691402169
ISONE,2016-08-11,2016-08-15,5,2016-08-13,302.830941319034
ISONE,2017-06-11,2017-06-12,2,2017-06-11,302.615968074813
ISONE,2017-07-19,2017-07-21,3,2017-07-20,302.134550937663
ISONE,2018-06-30,2018-07-05,6,2018-07-02,303.6875277056
ISONE,2018-08-05,2018-08-08,4,2018-08-06,303.32922897036
ISONE,2018-08-16,2018-08-16,1,2018-08-16,301.133361795281
ISONE,2018-08-28,2018-08-29,2,2018-08-28,302.842586421431
ISONE,2018-09-04,2018-09-05,2,2018-09-04,301.503914881672
ISONE,2019-07-04,2019-07-05,2,2019-07-04,301.11987922581
ISONE,2019-07-19,2019-07-21,3,2019-07-20,303.948733474055
ISONE,2019-07-28,2019-07-31,4,2019-07-29,302.177851191981
ISONE,2020-07-10,2020-07-11,2,2020-07-10,301.324662784085
ISONE,2020-07-19,2020-07-21,3,2020-07-20,303.213855006986
ISONE,2020-07-24,2020-07-31,8,2020-07-27,303.748243237076
ISONE,2020-08-10,2020-08-13,4,2020-08-11,302.513668597346
ISONE,2020-08-23,2020-08-24,2,2020-08-23,301.672650876086
ISONE,2021-06-06,2021-06-08,3,2021-06-07,302.199107143826
ISONE,2021-06-28,2021-06-30,3,2021-06-29,303.362078369207
ISONE,2021-08-11,2021-08-13,3,2021-08-12,303.481023479631
ISONE,2021-08-24,2021-08-26,3,2021-08-25,303.017532606698
ISONE,2022-07-19,2022-07-25,7,2022-07-22,304.305341324364
ISONE,2022-08-03,2022-08-09,7,2022-08-06,303.213222112414
ISONE,2022-08-20,2022-08-20,1,2022-08-20,301.53303494164
ISONE,2022-08-30,2022-08-30,1,2022-08-30,301.150848639788
ISONE,2023-07-05,2023-07-07,3,2023-07-06,301.749662549522
ISONE,2023-07-12,2023-07-12,1,2023-07-12,301.61766060488
ISONE,2023-07-27,2023-07-28,2,2023-07-27,301.809147452818
ISONE,2023-09-04,2023-09-08,5,2023-09-06,302.903057957968
ISONE,2024-06-19,2024-06-20,2,2024-06-19,302.429558843405
ISONE,2024-07-06,2024-07-10,5,2024-07-08,302.928125912324
ISONE,2024-07-14,2024-07-17,4,2024-07-15,303.278586836066
ISONE,2024-07-31,2024-08-04,5,2024-08-02,303.652379746397
Maritimes,1980-07-19,1980-07-20,2,1980-07-19,300.402238991969
Maritimes,1981-07-08,1981-07-09,2,1981-07-08,300.19918720576
Maritimes,1981-08-01,1981-08-03,3,1981-08-02,300.665292162836
Maritimes,1982-07-07,1982-07-08,2,1982-07-07,301.445486476507
Maritimes,1982-07-17,1982-07-19,3,1982-07-18,302.142089910459
Maritimes,1983-06-21,1983-06-23,3,1983-06-22,303.078547955322
Maritimes,1983-07-03,1983-07-04,2,1983-07-03,301.614716606665
Maritimes,1983-09-05,1983-09-06,2,1983-09-05,301.546784362596
Maritimes,1984-06-09,1984-06-10,2,1984-06-09,301.238547032216
Maritimes,1984-07-01,1984-07-03,3,1984-07-02,301.345506323271
Maritimes,1984-08-04,1984-08-06,3,1984-08-05,301.57022708391
Maritimes,1985-07-05,1985-07-05,1,1985-07-05,300.10811963445
Maritimes,1986-07-25,1986-07-25,1,1986-07-25,300.633893196714
Maritimes,1987-07-09,1987-07-13,5,1987-07-11,301.47921489892
Maritimes,1987-08-15,1987-08-18,4,1987-08-16,303.028470414474
Maritimes,1988-06-14,1988-06-16,3,1988-06-15,302.404441521278
Maritimes,1988-07-05,1988-07-11,7,1988-07-08,303.652976091572
Maritimes,1988-07-29,1988-08-07,10,1988-08-02,303.978562263454
Maritimes,1988-08-09,1988-08-12,4,1988-08-10,302.021477430075
Maritimes,1989-06-21,1989-06-22,2,1989-06-21,300.973275177698
Maritimes,1989-06-26,1989-06-27,2,1989-06-26,300.40929290132
Maritimes,1989-07-06,1989-07-06,1,1989-07-06,300.494371365273
Maritimes,1989-07-24,1989-07-27,4,1989-07-25,302.992407920244
Maritimes,1990-07-15,1990-07-18,4,1990-07-16,300.924399981538
Maritimes,1990-07-28,1990-07-30,3,1990-07-29,301.09350780024
Maritimes,1990-08-04,1990-08-05,2,1990-08-04,301.415028616265
Maritimes,1990-08-27,1990-08-27,1,1990-08-27,300.343385950337
Maritimes,1991-06-26,1991-06-28,3,1991-06-27,301.409773839195
Maritimes,1991-07-16,1991-07-21,6,1991-07-18,303.729539370442
Maritimes,1991-08-13,1991-08-15,3,1991-08-14,302.263439490446
Maritimes,1991-08-29,1991-08-29,1,1991-08-29,300.721278500877
Maritimes,1992-05-21,1992-05-23,3,1992-05-22,303.054812148066
Maritimes,1992-08-25,1992-08-26,2,1992-08-25,300.610575094618
Maritimes,1993-06-14,1993-06-14,1,1993-06-14,300.465482322533
Maritimes,1993-07-06,1993-07-11,6,1993-07-08,303.258604726299
Maritimes,1993-08-02,1993-08-02,1,1993-08-02,300.283214252746
Maritimes,1993-08-26,1993-08-27,2,1993-08-26,302.656790824333
Maritimes,1994-06-16,1994-06-18,3,1994-06-17,302.729632142527
Maritimes,1994-07-21,1994-07-23,3,1994-07-22,301.310963260408
Maritimes,1995-06-18,1995-06-19,2,1995-06-18,300.864982460999
Maritimes,1995-06-23,1995-06-25,3,1995-06-24,301.829910920336
Maritimes,1995-06-29,1995-06-30,2,1995-06-29,300.706896519893
Maritimes,1995-07-05,1995-07-06,2,1995-07-05,300.702784547217
Maritimes,1995-07-13,1995-07-13,1,1995-07-13,300.103697498385
Maritimes,1995-07-31,1995-08-01,2,1995-07-31,301.171092033601
Maritimes,1995-08-08,1995-08-11,4,1995-08-09,302.290341087418
Maritimes,1996-08-05,1996-08-07,3,1996-08-06,302.377790085849
Maritimes,1997-06-29,1997-07-01,3,1997-06-30,302.758288562725
Maritimes,1997-07-26,1997-07-27,2,1997-07-26,301.389569371365
Maritimes,1997-08-10,1997-08-10,1,1997-08-10,300.860539555063
Maritimes,1998-07-14,1998-07-17,4,1998-07-15,302.863977660851
Maritimes,1998-08-07,1998-08-09,3,1998-08-08,302.173954583218
Maritimes,1999-05-31,1999-05-31,1,1999-05-31,300.53719237515
Maritimes,1999-06-26,1999-06-26,1,1999-06-26,300.099783993354
Maritimes,1999-07-15,1999-07-18,4,1999-07-16,302.056973137635
Maritimes,1999-07-29,1999-07-31,3,1999-07-30,300.704222745315
Maritimes,1999-08-25,1999-08-26,2,1999-08-25,300.5065337395
Maritimes,1999-09-02,1999-09-04,3,1999-09-03,301.149346902982
Maritimes,2001-06-14,2001-06-16,3,2001-06-15,301.840236776516
Maritimes,2001-06-26,2001-06-27,2,2001-06-26,302.192960860334
Maritimes,2001-07-20,2001-07-24,5,2001-07-22,301.605742638235
Maritimes,2001-08-01,2001-08-03,3,2001-08-02,300.735735253392
Maritimes,2001-08-05,2001-08-10,6,2001-08-07,302.458935659559
Maritimes,2001-09-08,2001-09-09,2,2001-09-08,300.950635096465
Maritimes,2002-07-01,2002-07-04,4,2002-07-02,303.474737838087
Maritimes,2002-07-22,2002-07-22,1,2002-07-22,300.796833287178
Maritimes,2002-08-11,2002-08-18,8,2002-08-14,303.992833933352
Maritimes,2002-09-08,2002-09-10,3,2002-09-09,302.698142250531
Maritimes,2003-06-24,2003-06-28,5,2003-06-26,304.140804947845
Maritimes,2003-08-20,2003-08-21,2,2003-08-20,301.483771346811
Maritimes,2005-06-11,2005-06-12,2,2005-06-11,300.672167451306
Maritimes,2005-06-25,2005-06-26,2,2005-06-25,301.231780670175
Maritimes,2005-07-16,2005-07-21,6,2005-07-18,301.733124249977
Maritimes,2005-08-08,2005-08-11,4,2005-08-09,302.211009415674
Maritimes,2006-07-15,2006-07-18,4,2006-07-16,301.955503553955
Maritimes,2006-07-28,2006-07-28,1,2006-07-28,300.524975076156
Maritimes,2007-07-25,2007-07-28,4,2007-07-26,302.828466722053
Maritimes,2007-08-01,2007-08-03,3,2007-08-02,301.995534939537
Maritimes,2008-07-07,2008-07-09,3,2008-07-08,302.22972445306
Maritimes,2009-08-14,2009-08-19,6,2009-08-16,302.274576294655
Maritimes,2010-05-24,2010-05-25,2,2010-05-24,301.249669066741
Maritimes,2010-06-19,2010-06-19,1,2010-06-19,300.453644419828
Maritimes,2010-07-04,2010-07-10,7,2010-07-07,302.38198098403
Maritimes,2010-07-16,2010-07-17,2,2010-07-16,300.780099233823
Maritimes,2010-08-29,2010-09-03,6,2010-08-31,303.482616542047
Maritimes,2011-07-05,2011-07-05,1,2011-07-05,300.203832733315
Maritimes,2011-07-11,2011-07-11,1,2011-07-11,300.025444475215
Maritimes,2011-07-17,2011-07-17,1,2011-07-17,300.152759623373
Maritimes,2011-07-21,2011-07-23,3,2011-07-22,301.229162281916
Maritimes,2012-07-12,2012-07-15,4,2012-07-13,302.532917935937
Maritimes,2012-08-04,2012-08-04,1,2012-08-04,300.541557278686
Maritimes,2013-06-01,2013-06-01,1,2013-06-01,300.580935105696
Maritimes,2013-07-04,2013-07-07,4,2013-07-05,302.726466814364
Maritimes,2013-07-14,2013-07-19,6,2013-07-16,302.566897904551
Maritimes,2013-08-20,2013-08-21,2,2013-08-20,300.981889596603
Maritimes,2014-06-28,2014-07-03,6,2014-06-30,302.904381980984
Maritimes,2014-07-22,2014-07-22,1,2014-07-22,300.099296132189
Maritimes,2014-08-25,2014-08-26,2,2014-08-25,301.048996122958
Maritimes,2015-08-16,2015-08-19,4,2015-08-17,302.146562817317
Maritimes,2015-09-07,2015-09-08,2,2015-09-07,300.325081233269
Maritimes,2016-07-13,2016-07-15,3,2016-07-14,301.670962337303
Maritimes,2016-08-05,2016-08-05,1,2016-08-05,300.182710698791
Maritimes,2017-06-12,2017-06-12,1,2017-06-12,300.636692052063
Maritimes,2017-07-20,2017-07-20,1,2017-07-20,300.637343764424
Maritimes,2017-09-24,2017-09-26,3,2017-09-25,301.640985414936
Maritimes,2018-06-30,2018-07-05,6,2018-07-02,304.067229299363
Maritimes,2018-07-09,2018-07-09,1,2018-07-09,300.82258931044
Maritimes,2018-07-28,2018-07-28,1,2018-07-28,300.273901504662
Maritimes,2018-07-31,2018-08-02,3,2018-08-01,300.963306563279
Maritimes,2018-08-05,2018-08-08,4,2018-08-06,302.108034247208
Maritimes,2018-08-27,2018-08-28,2,2018-08-27,300.73777993169
Maritimes,2019-07-04,2019-07-06,3,2019-07-05,303.095588479646
Maritimes,2019-07-20,2019-07-20,1,2019-07-20,300.652692236684
Maritimes,2019-07-27,2019-07-31,5,2019-07-29,301.769476137727
Maritimes,2020-05-27,2020-05-29,3,2020-05-28,302.213079940921
Maritimes,2020-06-17,2020-06-22,6,2020-06-19,304.239049201514
Maritimes,2020-07-10,2020-07-10,1,2020-07-10,300.276699898458
Maritimes,2020-07-19,2020-07-19,1,2020-07-19,300.371510200314
Maritimes,2020-07-24,2020-07-29,6,2020-07-26,301.804427213145
Maritimes,2020-08-02,2020-08-02,1,2020-08-02,300.212903627804
Maritimes,2020-08-08,2020-08-13,6,2020-08-10,302.43906581741
Maritimes,2021-06-06,2021-06-08,3,2021-06-07,302.396057417151
Maritimes,2021-06-27,2021-06-29,3,2021-06-28,302.642049293824
Maritimes,2021-08-12,2021-08-13,2,2021-08-12,302.099764146589
Maritimes,2021-08-19,2021-08-20,2,2021-08-19,301.285689559679
Maritimes,2021-08-24,2021-08-26,3,2021-08-25,302.284890612019
Maritimes,2022-07-17,2022-07-24,8,2022-07-20,302.305072925321
Maritimes,2022-08-01,2022-08-01,1,2022-08-01,300.571677282378
Maritimes,2022-08-03,2022-08-07,5,2022-08-05,301.715735714945
Maritimes,2022-08-21,2022-08-21,1,2022-08-21,300.022082064063
Maritimes,2022-08-29,2022-08-29,1,2022-08-29,300.006452506231
Maritimes,2023-05-31,2023-06-01,2,2023-05-31,300.716295116773
Maritimes,2023-07-05,2023-07-07,3,2023-07-06,302.624793224407
Maritimes,2023-07-18,2023-07-18,1,2023-07-18,300.822168835964
Maritimes,2023-07-24,2023-07-25,2,2023-07-24,300.406119726761
Maritimes,2023-07-27,2023-07-27,1,2023-07-27,300.211773746885
Maritimes,2023-09-05,2023-09-07,3,2023-09-06,300.832000830795
Maritimes,2024-06-18,2024-06-20,3,2024-06-19,304.149070432936
Maritimes,2024-07-08,2024-07-09,2,2024-07-08,301.863709037201
Maritimes,2024-07-13,2024-07-18,6,2024-07-15,302.378577956245
Maritimes,2024-08-01,2024-08-03,3,2024-08-02,301.10084741069
MISO-N,1980-07-06,1980-07-19,14,1980-07-12,306.914424820993
MISO-N,1980-07-30,1980-08-01,3,1980-07-31,305.759817318999
MISO-N,1980-08-06,1980-08-08,3,1980-08-07,305.716095107501
MISO-N,1981-07-07,1981-07-09,3,1981-07-08,305.296565641343
MISO-N,1981-07-11,1981-07-14,4,1981-07-12,305.977138312181
MISO-N,1983-07-19,1983-07-23,5,1983-07-21,306.55633348331
MISO-N,1983-07-28,1983-07-28,1,1983-07-28,304.750007388326
MISO-N,1983-08-04,1983-08-04,1,1983-08-04,304.77482649136
MISO-N,1983-08-16,1983-08-21,6,1983-08-18,307.122205052686
MISO-N,1983-08-25,1983-08-29,5,1983-08-27,306.217305147371
MISO-N,1983-09-09,1983-09-09,1,1983-09-09,305.295698644135
MISO-N,1984-08-07,1984-08-07,1,1984-08-07,304.717217832677
MISO-N,1984-08-28,1984-08-29,2,1984-08-28,306.069924444526
MISO-N,1986-07-17,1986-07-19,3,1986-07-18,305.71976695867
MISO-N,1987-06-14,1987-06-15,2,1987-06-14,305.417428542853
MISO-N,1987-07-19,1987-08-03,16,1987-07-26,307.089465653353
MISO-N,1988-06-19,1988-06-25,7,1988-06-22,307.88158750144
MISO-N,1988-07-04,1988-07-09,6,1988-07-06,307.644496496718
MISO-N,1988-07-13,1988-07-17,5,1988-07-15,308.892042273019
MISO-N,1988-07-27,1988-08-19,24,1988-08-07,310.815780860356
MISO-N,1989-07-06,1989-07-10,5,1989-07-08,306.781754505143
MISO-N,1989-08-03,1989-08-05,3,1989-08-04,306.403317077958
MISO-N,1990-07-03,1990-07-04,2,1990-07-03,305.599522676582
MISO-N,1990-08-26,1990-08-27,2,1990-08-26,305.483039004195
MISO-N,1990-09-05,1990-09-06,2,1990-09-05,305.417439771738
MISO-N,1991-07-06,1991-07-06,1,1991-07-06,304.721535430505
MISO-N,1991-07-19,1991-07-22,4,1991-07-20,305.472296229226
MISO-N,1991-08-24,1991-08-28,5,1991-08-26,305.946088656305
MISO-N,1995-07-12,1995-07-14,3,1995-07-13,306.940152361973
MISO-N,1995-08-12,1995-08-13,2,1995-08-12,305.013861210881
MISO-N,1995-08-17,1995-08-18,2,1995-08-17,304.830332021912
MISO-N,1997-07-17,1997-07-17,1,1997-07-17,305.036834759955
MISO-N,1997-07-26,1997-07-27,2,1997-07-26,305.827185179376
MISO-N,1998-06-26,1998-06-26,1,1998-06-26,304.800924794774
MISO-N,1998-07-19,1998-07-21,3,1998-07-20,305.886767672056
MISO-N,1998-08-24,1998-08-24,1,1998-08-24,304.819966609399
MISO-N,1998-09-05,1998-09-06,2,1998-09-05,305.145226379446
MISO-N,1999-07-04,1999-07-05,2,1999-07-04,305.069247022117
MISO-N,1999-07-22,1999-07-31,10,1999-07-26,307.923155305989
MISO-N,2000-08-08,2000-08-08,1,2000-08-08,304.720673501869
MISO-N,2000-08-14,2000-08-15,2,2000-08-14,304.953068456784
MISO-N,2000-08-28,2000-09-02,6,2000-08-30,306.285649514466
MISO-N,2001-07-08,2001-07-09,2,2001-07-08,305.227620547841
MISO-N,2001-07-21,2001-07-23,3,2001-07-22,305.743256805415
MISO-N,2001-07-30,2001-08-08,10,2001-08-03,306.208520125628
MISO-N,2002-06-29,2002-07-03,5,2002-07-01,305.684222093154
MISO-N,2002-07-19,2002-07-21,3,2002-07-20,306.427602088808
MISO-N,2002-07-27,2002-08-04,9,2002-07-31,306.510130279006
MISO-N,2002-09-02,2002-09-02,1,2002-09-02,304.802258459794
MISO-N,2002-09-06,2002-09-09,4,2002-09-07,306.414801748106
MISO-N,2003-07-04,2003-07-04,1,2003-07-04,304.963476633288
MISO-N,2003-08-15,2003-08-28,14,2003-08-21,307.623400456608
MISO-N,2005-07-17,2005-07-17,1,2005-07-17,304.720879420392
MISO-N,2005-07-20,2005-07-25,6,2005-07-22,307.304186960815
MISO-N,2005-08-01,2005-08-04,4,2005-08-02,306.955172384417
MISO-N,2005-08-08,2005-08-10,3,2005-08-09,306.174337089291
MISO-N,2005-09-10,2005-09-11,2,2005-09-10,305.200359610516
MISO-N,2006-07-14,2006-07-20,7,2006-07-17,307.618595491302
MISO-N,2006-07-25,2006-08-04,11,2006-07-30,309.337308367093
MISO-N,2006-08-06,2006-08-06,1,2006-08-06,304.74175641201
MISO-N,2007-07-08,2007-07-08,1,2007-07-08,305.058421672182
MISO-N,2007-07-31,2007-08-03,4,2007-08-01,305.40431350053
MISO-N,2007-08-05,2007-08-16,12,2007-08-10,306.527580550511
MISO-N,2007-09-04,2007-09-04,1,2007-09-04,304.780253190174
MISO-N,2010-08-03,2010-08-03,1,2010-08-03,304.821288450353
MISO-N,2010-08-09,2010-08-13,5,2010-08-11,306.23165874533
MISO-N,2011-07-10,2011-07-11,2,2011-07-10,305.089487795013
MISO-N,2011-07-17,2011-07-23,7,2011-07-20,307.43048121295
MISO-N,2011-07-27,2011-08-03,8,2011-07-30,306.36566177978
MISO-N,2011-09-01,2011-09-02,2,2011-09-01,306.87202902917
MISO-N,2012-06-27,2012-07-08,12,2012-07-02,309.350747076341
MISO-N,2012-07-15,2012-07-27,13,2012-07-21,309.34798341973
MISO-N,2012-07-29,2012-08-08,11,2012-08-03,307.985501613765
MISO-N,2012-08-22,2012-08-25,4,2012-08-23,306.330857156853
MISO-N,2012-08-28,2012-08-31,4,2012-08-29,306.444427193779
MISO-N,2013-07-17,2013-07-18,2,2013-07-17,305.075718626927
MISO-N,2013-08-25,2013-08-31,7,2013-08-28,305.757442593463
MISO-N,2013-09-09,2013-09-10,2,2013-09-09,305.505623062821
MISO-N,2016-07-21,2016-07-24,4,2016-07-22,305.740491170508
MISO-N,2017-07-20,2017-07-21,2,2017-07-20,305.116611668124
MISO-N,2018-06-29,2018-06-30,2,2018-06-29,305.581511749397
MISO-N,2018-07-04,2018-07-04,1,2018-07-04,304.774766980357
MISO-N,2019-07-19,2019-07-19,1,2019-07-19,305.048116550486
MISO-N,2020-08-24,2020-08-26,3,2020-08-25,305.308079509249
MISO-N,2021-07-26,2021-07-28,3,2021-07-27,305.482917137023
MISO-N,2021-08-10,2021-08-11,2,2021-08-10,305.792279492735
MISO-N,2021-08-24,2021-08-25,2,2021-08-24,305.283341855111
MISO-N,2022-07-19,2022-07-23,5,2022-07-21,305.612857468212
MISO-N,2022-08-02,2022-08-03,2,2022-08-02,305.224865459336
MISO-N,2023-07-25,2023-07-28,4,2023-07-26,307.129744736537
MISO-N,2023-08-20,2023-08-25,6,2023-08-22,308.118991327187
MISO-N,2023-09-02,2023-09-05,4,2023-09-03,307.029669052232
MISO-N,2024-07-14,2024-07-15,2,2024-07-14,305.407648052772
MISO-N,2024-07-30,2024-08-02,4,2024-07-31,305.840299653527
MISO-N,2024-08-04,2024-08-04,1,2024-08-04,304.907111257419
MISO-N,2024-08-25,2024-08-28,4,2024-08-26,306.923154398575
MISO-S,1980-07-01,1980-07-02,2,1980-07-01,310.014738086217
MISO-S,1980-07-10,1980-07-18,9,1980-07-14,311.882867369062
MISO-S,1980-07-30,1980-07-31,2,1980-07-30,309.972983870907
MISO-S,1980-08-20,1980-08-21,2,1980-08-20,310.390553866058
MISO-S,1980-09-13,1980-09-15,3,1980-09-14,310.631765722445
MISO-S,1981-07-21,1981-07-21,1,1981-07-21,309.889666949732
MISO-S,1985-07-31,1985-07-31,1,1985-07-31,310.132630875675
MISO-S,1985-08-10,1985-08-11,2,1985-08-10,310.301171601247
MISO-S,1985-08-31,1985-08-31,1,1985-08-31,310.010710326459
MISO-S,1986-07-27,1986-08-01,6,1986-07-29,312.787504214776
MISO-S,1987-08-02,1987-08-02,1,1987-08-02,309.956500046867
MISO-S,1987-08-21,1987-08-22,2,1987-08-21,309.890824488045
MISO-S,1988-08-02,1988-08-02,1,1988-08-02,309.882745685264
