UID,NERC,Region,Def,Start,End,Center,Center_DOY,T_Max_Min,Duration,Coverage
NERC1_Def1_Event1,1,WECC: AZ-NM-SNV,1,1986-12-21,1986-12-22,1986-12-22,356,38.4,2,86.4
NERC1_Def1_Event2,1,WECC: AZ-NM-SNV,1,2017-01-16,2017-01-17,2017-01-17,17,37.9,2,86.4
NERC1_Def1_Event3,1,WECC: AZ-NM-SNV,1,1993-01-09,1993-01-10,1993-01-09,9,37.8,2,81.8
NERC1_Def1_Event4,1,WECC: AZ-NM-SNV,1,2004-11-23,2004-11-24,2004-11-24,329,37.2,2,81.8
NERC1_Def1_Event5,1,WECC: AZ-NM-SNV,1,1995-01-27,1995-01-28,1995-01-27,27,37.2,2,86.4
NERC1_Def1_Event6,1,WECC: AZ-NM-SNV,1,1983-12-21,1983-12-22,1983-12-21,355,37.1,2,81.8
NERC1_Def1_Event7,1,WECC: AZ-NM-SNV,1,1989-12-17,1989-12-18,1989-12-17,351,37.0,2,86.4
NERC1_Def1_Event8,1,WECC: AZ-NM-SNV,1,1991-12-22,1991-12-28,1991-12-27,361,37.0,7,86.4
NERC1_Def1_Event9,1,WECC: AZ-NM-SNV,1,2017-01-02,2017-01-03,2017-01-02,2,36.9,2,86.4
NERC1_Def1_Event10,1,WECC: AZ-NM-SNV,1,2014-12-19,2014-12-20,2014-12-19,353,36.9,2,86.4
NERC1_Def1_Event11,1,WECC: AZ-NM-SNV,1,1993-11-14,1993-11-16,1993-11-14,318,36.9,3,79.5
NERC1_Def1_Event12,1,WECC: AZ-NM-SNV,1,1981-03-06,1981-03-07,1981-03-07,66,36.8,2,84.1
NERC1_Def1_Event13,1,WECC: AZ-NM-SNV,1,2014-12-14,2014-12-15,2014-12-15,349,36.6,2,75.0
NERC1_Def1_Event14,1,WECC: AZ-NM-SNV,1,2010-01-29,2010-01-30,2010-01-29,29,36.6,2,86.4
NERC1_Def1_Event15,1,WECC: AZ-NM-SNV,1,2023-01-02,2023-01-04,2023-01-03,3,36.4,3,86.4
NERC1_Def1_Event16,1,WECC: AZ-NM-SNV,1,1984-11-30,1984-12-02,1984-12-02,337,36.4,3,79.5
NERC1_Def1_Event17,1,WECC: AZ-NM-SNV,1,2008-02-15,2008-02-16,2008-02-16,47,36.4,2,70.5
NERC1_Def1_Event18,1,WECC: AZ-NM-SNV,1,1984-12-04,1984-12-05,1984-12-05,340,36.3,2,84.1
NERC1_Def1_Event19,1,WECC: AZ-NM-SNV,1,1991-01-10,1991-01-12,1991-01-11,11,36.2,3,86.4
NERC1_Def1_Event20,1,WECC: AZ-NM-SNV,1,2024-02-03,2024-02-04,2024-02-03,34,36.2,2,86.4
NERC1_Def1_Event21,1,WECC: AZ-NM-SNV,1,1993-03-01,1993-03-02,1993-03-01,60,36.2,2,81.8
NERC1_Def1_Event22,1,WECC: AZ-NM-SNV,1,2001-02-28,2001-03-01,2001-03-01,60,36.2,2,70.5
NERC1_Def1_Event23,1,WECC: AZ-NM-SNV,1,1991-12-30,1991-12-31,1991-12-31,365,36.2,2,81.8
NERC1_Def1_Event24,1,WECC: AZ-NM-SNV,1,1988-02-06,1988-02-07,1988-02-07,38,36.1,2,84.1
NERC1_Def1_Event25,1,WECC: AZ-NM-SNV,1,2013-11-23,2013-11-25,2013-11-25,329,36.1,3,86.4
NERC1_Def1_Event26,1,WECC: AZ-NM-SNV,1,1993-02-21,1993-02-22,1993-02-22,53,36.1,2,79.5
NERC1_Def1_Event27,1,WECC: AZ-NM-SNV,1,2010-02-08,2010-02-11,2010-02-08,39,36.0,4,86.4
NERC1_Def1_Event28,1,WECC: AZ-NM-SNV,1,2005-01-30,2005-02-03,2005-02-02,33,36.0,5,86.4
NERC1_Def1_Event29,1,WECC: AZ-NM-SNV,1,1980-01-26,1980-01-28,1980-01-26,26,36.0,3,84.1
NERC1_Def1_Event30,1,WECC: AZ-NM-SNV,1,2000-12-13,2000-12-15,2000-12-13,348,35.8,3,86.4
NERC1_Def1_Event31,1,WECC: AZ-NM-SNV,1,2007-02-14,2007-02-15,2007-02-15,46,35.7,2,84.1
NERC1_Def1_Event32,1,WECC: AZ-NM-SNV,1,1986-12-24,1986-12-29,1986-12-27,361,35.7,6,86.4
NERC1_Def1_Event33,1,WECC: AZ-NM-SNV,1,2023-02-07,2023-02-08,2023-02-07,38,35.6,2,81.8
NERC1_Def1_Event34,1,WECC: AZ-NM-SNV,1,1992-12-26,1992-12-27,1992-12-26,361,35.6,2,75.0
NERC1_Def1_Event35,1,WECC: AZ-NM-SNV,1,2003-01-01,2003-01-02,2003-01-01,1,35.6,2,84.1
NERC1_Def1_Event36,1,WECC: AZ-NM-SNV,1,1982-12-14,1982-12-15,1982-12-15,349,35.6,2,84.1
NERC1_Def1_Event37,1,WECC: AZ-NM-SNV,1,1998-01-21,1998-01-22,1998-01-22,22,35.5,2,79.5
NERC1_Def1_Event38,1,WECC: AZ-NM-SNV,1,2003-02-27,2003-03-03,2003-03-03,62,35.5,5,81.8
NERC1_Def1_Event39,1,WECC: AZ-NM-SNV,1,2023-12-25,2023-12-27,2023-12-26,360,35.4,3,86.4
NERC1_Def1_Event40,1,WECC: AZ-NM-SNV,1,1998-02-10,1998-02-11,1998-02-10,41,35.4,2,86.4
NERC1_Def1_Event41,1,WECC: AZ-NM-SNV,1,1980-01-03,1980-01-04,1980-01-03,3,35.4,2,81.8
NERC1_Def1_Event42,1,WECC: AZ-NM-SNV,1,2007-11-24,2007-11-25,2007-11-25,329,35.2,2,84.1
NERC1_Def1_Event43,1,WECC: AZ-NM-SNV,1,1994-02-19,1994-02-20,1994-02-20,51,35.1,2,72.7
NERC1_Def1_Event44,1,WECC: AZ-NM-SNV,1,2015-12-21,2015-12-22,2015-12-21,355,35.1,2,79.5
NERC1_Def1_Event45,1,WECC: AZ-NM-SNV,1,2013-12-13,2013-12-15,2013-12-14,348,35.1,3,84.1
NERC1_Def1_Event46,1,WECC: AZ-NM-SNV,1,1991-03-27,1991-03-28,1991-03-27,86,35.1,2,70.5
NERC1_Def1_Event47,1,WECC: AZ-NM-SNV,1,1995-12-29,1995-12-30,1995-12-29,363,35.1,2,77.3
NERC1_Def1_Event48,1,WECC: AZ-NM-SNV,1,2020-01-01,2020-01-03,2020-01-03,3,35.1,3,86.4
NERC1_Def1_Event49,1,WECC: AZ-NM-SNV,1,1988-02-18,1988-02-19,1988-02-18,49,35.0,2,86.4
NERC1_Def1_Event50,1,WECC: AZ-NM-SNV,1,2021-12-28,2021-12-30,2021-12-29,363,35.0,3,86.4
NERC1_Def1_Event51,1,WECC: AZ-NM-SNV,1,2009-01-10,2009-01-11,2009-01-10,10,35.0,2,84.1
NERC1_Def1_Event52,1,WECC: AZ-NM-SNV,1,1995-01-01,1995-01-07,1995-01-07,7,35.0,7,86.4
NERC1_Def1_Event53,1,WECC: AZ-NM-SNV,1,1998-03-29,1998-03-31,1998-03-30,89,34.9,3,79.5
NERC1_Def1_Event54,1,WECC: AZ-NM-SNV,1,2008-01-08,2008-01-11,2008-01-08,8,34.9,4,84.1
NERC1_Def1_Event55,1,WECC: AZ-NM-SNV,1,2021-01-30,2021-01-31,2021-01-30,30,34.9,2,77.3
NERC1_Def1_Event56,1,WECC: AZ-NM-SNV,1,1987-11-26,1987-11-30,1987-11-27,331,34.9,5,86.4
NERC1_Def1_Event57,1,WECC: AZ-NM-SNV,1,2008-12-14,2008-12-16,2008-12-15,350,34.9,3,75.0
NERC1_Def1_Event58,1,WECC: AZ-NM-SNV,1,2013-12-21,2013-12-23,2013-12-22,356,34.8,3,90.9
NERC1_Def1_Event59,1,WECC: AZ-NM-SNV,1,1999-01-03,1999-01-04,1999-01-04,4,34.8,2,81.8
NERC1_Def1_Event60,1,WECC: AZ-NM-SNV,1,1997-12-03,1997-12-04,1997-12-04,338,34.8,2,86.4
NERC1_Def1_Event61,1,WECC: AZ-NM-SNV,1,1988-01-07,1988-01-10,1988-01-08,8,34.7,4,86.4
NERC1_Def1_Event62,1,WECC: AZ-NM-SNV,1,2016-01-26,2016-01-27,2016-01-26,26,34.6,2,86.4
NERC1_Def1_Event63,1,WECC: AZ-NM-SNV,1,2022-01-26,2022-01-28,2022-01-28,28,34.5,3,81.8
NERC1_Def1_Event64,1,WECC: AZ-NM-SNV,1,2000-03-07,2000-03-08,2000-03-08,68,34.5,2,59.1
NERC1_Def1_Event65,1,WECC: AZ-NM-SNV,1,2007-01-01,2007-01-02,2007-01-01,1,34.5,2,86.4
NERC1_Def1_Event66,1,WECC: AZ-NM-SNV,1,1980-11-25,1980-11-26,1980-11-25,330,34.5,2,84.1
NERC1_Def1_Event67,1,WECC: AZ-NM-SNV,1,2010-01-08,2010-01-09,2010-01-09,9,34.4,2,84.1
NERC1_Def1_Event68,1,WECC: AZ-NM-SNV,1,2017-01-19,2017-01-22,2017-01-22,22,34.4,4,86.4
NERC1_Def1_Event69,1,WECC: AZ-NM-SNV,1,2018-02-28,2018-03-01,2018-03-01,60,34.4,2,70.5
NERC1_Def1_Event70,1,WECC: AZ-NM-SNV,1,2017-02-24,2017-02-25,2017-02-24,55,34.4,2,77.3
NERC1_Def1_Event71,1,WECC: AZ-NM-SNV,1,1994-12-30,1994-12-31,1994-12-31,365,34.3,2,84.1
NERC1_Def1_Event72,1,WECC: AZ-NM-SNV,1,1983-04-05,1983-04-07,1983-04-05,95,34.3,3,86.4
NERC1_Def1_Event73,1,WECC: AZ-NM-SNV,1,1986-01-07,1986-01-09,1986-01-07,7,34.3,3,86.4
NERC1_Def1_Event74,1,WECC: AZ-NM-SNV,1,1992-12-05,1992-12-10,1992-12-06,341,34.3,6,86.4
NERC1_Def1_Event75,1,WECC: AZ-NM-SNV,1,1981-11-30,1981-12-02,1981-12-01,335,34.2,3,86.4
NERC1_Def1_Event76,1,WECC: AZ-NM-SNV,1,1994-01-10,1994-01-11,1994-01-10,10,34.2,2,81.8
NERC1_Def1_Event77,1,WECC: AZ-NM-SNV,1,1989-12-30,1989-12-31,1989-12-31,365,34.2,2,86.4
NERC1_Def1_Event78,1,WECC: AZ-NM-SNV,1,2004-02-28,2004-03-01,2004-02-29,60,34.1,3,86.4
NERC1_Def1_Event79,1,WECC: AZ-NM-SNV,1,1989-01-25,1989-01-29,1989-01-29,29,34.1,5,88.6
NERC1_Def1_Event80,1,WECC: AZ-NM-SNV,1,1999-04-02,1999-04-05,1999-04-05,95,34.0,4,72.7
NERC1_Def1_Event81,1,WECC: AZ-NM-SNV,1,1992-01-01,1992-01-04,1992-01-02,2,34.0,4,86.4
NERC1_Def1_Event82,1,WECC: AZ-NM-SNV,1,2001-12-05,2001-12-06,2001-12-05,339,33.9,2,79.5
NERC1_Def1_Event83,1,WECC: AZ-NM-SNV,1,2019-11-30,2019-12-01,2019-12-01,335,33.9,2,81.8
NERC1_Def1_Event84,1,WECC: AZ-NM-SNV,1,2000-11-07,2000-11-09,2000-11-08,313,33.7,3,86.4
NERC1_Def1_Event85,1,WECC: AZ-NM-SNV,1,1989-02-13,1989-02-15,1989-02-13,44,33.7,3,77.3
NERC1_Def1_Event86,1,WECC: AZ-NM-SNV,1,2018-12-02,2018-12-04,2018-12-03,337,33.7,3,86.4
NERC1_Def1_Event87,1,WECC: AZ-NM-SNV,1,2000-02-25,2000-02-26,2000-02-25,56,33.7,2,79.5
NERC1_Def1_Event88,1,WECC: AZ-NM-SNV,1,2002-01-01,2002-01-06,2002-01-05,5,33.7,6,86.4
NERC1_Def1_Event89,1,WECC: AZ-NM-SNV,1,2002-02-10,2002-02-11,2002-02-10,41,33.6,2,86.4
NERC1_Def1_Event90,1,WECC: AZ-NM-SNV,1,2006-02-19,2006-02-22,2006-02-22,53,33.6,4,63.6
NERC1_Def1_Event91,1,WECC: AZ-NM-SNV,1,2000-12-26,2000-12-28,2000-12-27,362,33.6,3,86.4
NERC1_Def1_Event92,1,WECC: AZ-NM-SNV,1,1987-03-29,1987-03-30,1987-03-30,89,33.6,2,86.4
NERC1_Def1_Event93,1,WECC: AZ-NM-SNV,1,2021-01-01,2021-01-03,2021-01-01,1,33.6,3,86.4
NERC1_Def1_Event94,1,WECC: AZ-NM-SNV,1,1980-12-08,1980-12-10,1980-12-09,344,33.6,3,88.6
NERC1_Def1_Event95,1,WECC: AZ-NM-SNV,1,2010-03-10,2010-03-11,2010-03-11,70,33.6,2,88.6
NERC1_Def1_Event96,1,WECC: AZ-NM-SNV,1,1991-03-15,1991-03-17,1991-03-16,75,33.5,3,79.5
NERC1_Def1_Event97,1,WECC: AZ-NM-SNV,1,2000-12-19,2000-12-20,2000-12-19,354,33.5,2,81.8
NERC1_Def1_Event98,1,WECC: AZ-NM-SNV,1,1991-03-21,1991-03-22,1991-03-22,81,33.5,2,77.3
NERC1_Def1_Event99,1,WECC: AZ-NM-SNV,1,1991-01-01,1991-01-02,1991-01-01,1,33.5,2,77.3
NERC1_Def1_Event100,1,WECC: AZ-NM-SNV,1,2011-12-13,2011-12-17,2011-12-15,349,33.4,5,90.9
NERC1_Def1_Event101,1,WECC: AZ-NM-SNV,1,2002-12-30,2002-12-31,2002-12-30,364,33.4,2,86.4
NERC1_Def1_Event102,1,WECC: AZ-NM-SNV,1,1998-02-16,1998-02-22,1998-02-16,47,33.3,7,90.9
NERC1_Def1_Event103,1,WECC: AZ-NM-SNV,1,2020-12-03,2020-12-04,2020-12-03,338,33.3,2,86.4
NERC1_Def1_Event104,1,WECC: AZ-NM-SNV,1,2024-12-10,2024-12-11,2024-12-10,345,33.3,2,84.1
NERC1_Def1_Event105,1,WECC: AZ-NM-SNV,1,2005-01-12,2005-01-14,2005-01-13,13,33.3,3,86.4
NERC1_Def1_Event106,1,WECC: AZ-NM-SNV,1,2014-01-06,2014-01-07,2014-01-06,6,33.2,2,84.1
NERC1_Def1_Event107,1,WECC: AZ-NM-SNV,1,2012-11-11,2012-11-12,2012-11-12,317,33.2,2,81.8
NERC1_Def1_Event108,1,WECC: AZ-NM-SNV,1,1988-11-25,1988-11-28,1988-11-27,332,33.2,4,86.4
NERC1_Def1_Event109,1,WECC: AZ-NM-SNV,1,1999-12-20,1999-12-24,1999-12-22,356,33.1,5,86.4
NERC1_Def1_Event110,1,WECC: AZ-NM-SNV,1,2012-02-14,2012-02-15,2012-02-15,46,33.1,2,81.8
NERC1_Def1_Event111,1,WECC: AZ-NM-SNV,1,1990-01-28,1990-01-29,1990-01-28,28,33.1,2,77.3
NERC1_Def1_Event112,1,WECC: AZ-NM-SNV,1,1984-02-26,1984-02-27,1984-02-26,57,33.0,2,86.4
NERC1_Def1_Event113,1,WECC: AZ-NM-SNV,1,2015-01-22,2015-01-23,2015-01-23,23,33.0,2,84.1
NERC1_Def1_Event114,1,WECC: AZ-NM-SNV,1,2021-12-16,2021-12-19,2021-12-16,350,33.0,4,81.8
NERC1_Def1_Event115,1,WECC: AZ-NM-SNV,1,1980-02-08,1980-02-11,1980-02-10,41,33.0,4,86.4
NERC1_Def1_Event116,1,WECC: AZ-NM-SNV,1,1984-03-05,1984-03-06,1984-03-06,66,33.0,2,84.1
NERC1_Def1_Event117,1,WECC: AZ-NM-SNV,1,2001-02-14,2001-02-16,2001-02-15,46,32.9,3,81.8
NERC1_Def1_Event118,1,WECC: AZ-NM-SNV,1,1988-03-11,1988-03-12,1988-03-12,72,32.9,2,79.5
NERC1_Def1_Event119,1,WECC: AZ-NM-SNV,1,1980-01-19,1980-01-24,1980-01-23,23,32.9,6,88.6
NERC1_Def1_Event120,1,WECC: AZ-NM-SNV,1,1993-01-12,1993-01-13,1993-01-12,12,32.8,2,77.3
NERC1_Def1_Event121,1,WECC: AZ-NM-SNV,1,1988-11-19,1988-11-20,1988-11-19,324,32.8,2,86.4
NERC1_Def1_Event122,1,WECC: AZ-NM-SNV,1,1984-12-21,1984-12-24,1984-12-22,357,32.8,4,88.6
NERC1_Def1_Event123,1,WECC: AZ-NM-SNV,1,2000-01-28,2000-01-29,2000-01-29,29,32.7,2,81.8
NERC1_Def1_Event124,1,WECC: AZ-NM-SNV,1,1983-01-31,1983-02-07,1983-02-02,33,32.7,8,90.9
NERC1_Def1_Event125,1,WECC: AZ-NM-SNV,1,1991-01-17,1991-01-26,1991-01-22,22,32.7,10,86.4
NERC1_Def1_Event126,1,WECC: AZ-NM-SNV,1,1999-11-23,1999-11-25,1999-11-23,327,32.7,3,86.4
NERC1_Def1_Event127,1,WECC: AZ-NM-SNV,1,1992-01-07,1992-01-10,1992-01-08,8,32.6,4,93.2
NERC1_Def1_Event128,1,WECC: AZ-NM-SNV,1,1982-12-01,1982-12-04,1982-12-03,337,32.6,4,93.2
NERC1_Def1_Event129,1,WECC: AZ-NM-SNV,1,2023-02-23,2023-02-24,2023-02-23,54,32.5,2,75.0
NERC1_Def1_Event130,1,WECC: AZ-NM-SNV,1,2000-11-11,2000-11-19,2000-11-13,318,32.5,9,86.4
NERC1_Def1_Event131,1,WECC: AZ-NM-SNV,1,1997-02-25,1997-02-26,1997-02-25,56,32.5,2,84.1
NERC1_Def1_Event132,1,WECC: AZ-NM-SNV,1,2009-01-04,2009-01-07,2009-01-06,6,32.4,4,90.9
NERC1_Def1_Event133,1,WECC: AZ-NM-SNV,1,2021-01-10,2021-01-12,2021-01-12,12,32.4,3,86.4
NERC1_Def1_Event134,1,WECC: AZ-NM-SNV,1,2020-12-13,2020-12-17,2020-12-13,348,32.4,5,86.4
NERC1_Def1_Event135,1,WECC: AZ-NM-SNV,1,1984-02-18,1984-02-20,1984-02-18,49,32.3,3,86.4
NERC1_Def1_Event136,1,WECC: AZ-NM-SNV,1,1994-02-22,1994-02-23,1994-02-23,54,32.3,2,84.1
NERC1_Def1_Event137,1,WECC: AZ-NM-SNV,1,2020-12-29,2020-12-31,2020-12-31,366,32.3,3,86.4
NERC1_Def1_Event138,1,WECC: AZ-NM-SNV,1,2012-03-19,2012-03-20,2012-03-20,80,32.3,2,79.5
NERC1_Def1_Event139,1,WECC: AZ-NM-SNV,1,2019-01-22,2019-01-24,2019-01-23,23,32.2,3,88.6
NERC1_Def1_Event140,1,WECC: AZ-NM-SNV,1,2012-12-10,2012-12-11,2012-12-10,345,32.2,2,84.1
NERC1_Def1_Event141,1,WECC: AZ-NM-SNV,1,1989-11-28,1989-12-01,1989-11-28,332,32.2,4,86.4
NERC1_Def1_Event142,1,WECC: AZ-NM-SNV,1,2015-11-27,2015-12-02,2015-11-30,334,32.1,6,84.1
NERC1_Def1_Event143,1,WECC: AZ-NM-SNV,1,2008-01-01,2008-01-02,2008-01-01,1,32.1,2,84.1
NERC1_Def1_Event144,1,WECC: AZ-NM-SNV,1,2020-01-10,2020-01-13,2020-01-11,11,32.1,4,86.4
NERC1_Def1_Event145,1,WECC: AZ-NM-SNV,1,2024-02-08,2024-02-12,2024-02-11,42,32.1,5,90.9
NERC1_Def1_Event146,1,WECC: AZ-NM-SNV,1,2002-03-15,2002-03-17,2002-03-17,76,32.1,3,72.7
NERC1_Def1_Event147,1,WECC: AZ-NM-SNV,1,1998-03-07,1998-03-08,1998-03-08,67,32.1,2,77.3
NERC1_Def1_Event148,1,WECC: AZ-NM-SNV,1,2001-12-22,2001-12-27,2001-12-23,357,32.1,6,88.6
NERC1_Def1_Event149,1,WECC: AZ-NM-SNV,1,2006-12-28,2006-12-31,2006-12-31,365,32.1,4,90.9
NERC1_Def1_Event150,1,WECC: AZ-NM-SNV,1,1999-01-27,1999-01-30,1999-01-28,28,32.0,4,90.9
NERC1_Def1_Event151,1,WECC: AZ-NM-SNV,1,1980-11-16,1980-11-19,1980-11-18,323,32.0,4,86.4
NERC1_Def1_Event152,1,WECC: AZ-NM-SNV,1,1997-02-07,1997-02-08,1997-02-07,38,32.0,2,86.4
NERC1_Def1_Event153,1,WECC: AZ-NM-SNV,1,1982-01-13,1982-01-15,1982-01-13,13,31.9,3,90.9
NERC1_Def1_Event154,1,WECC: AZ-NM-SNV,1,2009-01-27,2009-01-28,2009-01-28,28,31.9,2,77.3
NERC1_Def1_Event155,1,WECC: AZ-NM-SNV,1,2023-02-27,2023-03-03,2023-02-27,58,31.9,5,84.1
NERC1_Def1_Event156,1,WECC: AZ-NM-SNV,1,2014-02-02,2014-02-07,2014-02-02,33,31.9,6,86.4
NERC1_Def1_Event157,1,WECC: AZ-NM-SNV,1,1997-02-28,1997-03-02,1997-03-01,60,31.8,3,86.4
NERC1_Def1_Event158,1,WECC: AZ-NM-SNV,1,1985-11-13,1985-11-15,1985-11-14,318,31.8,3,81.8
NERC1_Def1_Event159,1,WECC: AZ-NM-SNV,1,1996-01-02,1996-01-04,1996-01-03,3,31.8,3,86.4
NERC1_Def1_Event160,1,WECC: AZ-NM-SNV,1,2016-11-28,2016-12-03,2016-11-30,335,31.7,6,86.4
NERC1_Def1_Event161,1,WECC: AZ-NM-SNV,1,2007-02-24,2007-02-25,2007-02-24,55,31.7,2,86.4
NERC1_Def1_Event162,1,WECC: AZ-NM-SNV,1,2020-12-24,2020-12-25,2020-12-24,359,31.7,2,86.4
NERC1_Def1_Event163,1,WECC: AZ-NM-SNV,1,1994-12-09,1994-12-16,1994-12-10,344,31.7,8,88.6
NERC1_Def1_Event164,1,WECC: AZ-NM-SNV,1,1996-11-30,1996-12-03,1996-11-30,335,31.7,4,86.4
NERC1_Def1_Event165,1,WECC: AZ-NM-SNV,1,1983-12-05,1983-12-07,1983-12-06,340,31.6,3,93.2
NERC1_Def1_Event166,1,WECC: AZ-NM-SNV,1,1998-01-05,1998-01-10,1998-01-06,6,31.6,6,93.2
NERC1_Def1_Event167,1,WECC: AZ-NM-SNV,1,2005-01-05,2005-01-08,2005-01-07,7,31.5,4,95.5
NERC1_Def1_Event168,1,WECC: AZ-NM-SNV,1,2021-02-17,2021-02-19,2021-02-18,49,31.5,3,86.4
NERC1_Def1_Event169,1,WECC: AZ-NM-SNV,1,1994-02-12,1994-02-13,1994-02-12,43,31.5,2,81.8
NERC1_Def1_Event170,1,WECC: AZ-NM-SNV,1,1983-01-20,1983-01-24,1983-01-21,21,31.5,5,93.2
NERC1_Def1_Event171,1,WECC: AZ-NM-SNV,1,1985-01-09,1985-01-17,1985-01-13,13,31.4,9,93.2
NERC1_Def1_Event172,1,WECC: AZ-NM-SNV,1,2021-02-14,2021-02-15,2021-02-15,46,31.4,2,86.4
NERC1_Def1_Event173,1,WECC: AZ-NM-SNV,1,2010-01-23,2010-01-26,2010-01-25,25,31.4,4,93.2
NERC1_Def1_Event174,1,WECC: AZ-NM-SNV,1,2007-01-31,2007-02-03,2007-02-02,33,31.3,4,90.9
NERC1_Def1_Event175,1,WECC: AZ-NM-SNV,1,1990-11-27,1990-11-29,1990-11-28,332,31.2,3,95.5
NERC1_Def1_Event176,1,WECC: AZ-NM-SNV,1,1998-02-25,1998-03-01,1998-02-28,59,31.2,5,86.4
NERC1_Def1_Event177,1,WECC: AZ-NM-SNV,1,1995-01-16,1995-01-23,1995-01-18,18,31.2,8,95.5
NERC1_Def1_Event178,1,WECC: AZ-NM-SNV,1,1994-01-07,1994-01-08,1994-01-07,7,31.1,2,86.4
NERC1_Def1_Event179,1,WECC: AZ-NM-SNV,1,2016-01-07,2016-01-17,2016-01-12,12,31.1,11,95.5
NERC1_Def1_Event180,1,WECC: AZ-NM-SNV,1,2013-01-29,2013-01-31,2013-01-29,29,31.1,3,93.2
NERC1_Def1_Event181,1,WECC: AZ-NM-SNV,1,1999-12-03,1999-12-05,1999-12-04,338,31.1,3,86.4
NERC1_Def1_Event182,1,WECC: AZ-NM-SNV,1,1989-01-01,1989-01-02,1989-01-01,1,31.1,2,75.0
NERC1_Def1_Event183,1,WECC: AZ-NM-SNV,1,1995-12-17,1995-12-26,1995-12-22,356,31.1,10,90.9
NERC1_Def1_Event184,1,WECC: AZ-NM-SNV,1,2018-01-21,2018-01-23,2018-01-22,22,31.0,3,90.9
NERC1_Def1_Event185,1,WECC: AZ-NM-SNV,1,1983-12-29,1983-12-30,1983-12-29,363,31.0,2,86.4
NERC1_Def1_Event186,1,WECC: AZ-NM-SNV,1,1993-11-25,1993-11-27,1993-11-26,330,30.9,3,84.1
NERC1_Def1_Event187,1,WECC: AZ-NM-SNV,1,2010-02-23,2010-02-24,2010-02-23,54,30.7,2,86.4
NERC1_Def1_Event188,1,WECC: AZ-NM-SNV,1,2016-12-25,2016-12-27,2016-12-26,361,30.7,3,93.2
NERC1_Def1_Event189,1,WECC: AZ-NM-SNV,1,2007-03-01,2007-03-03,2007-03-01,60,30.7,3,86.4
NERC1_Def1_Event190,1,WECC: AZ-NM-SNV,1,1990-02-01,1990-02-06,1990-02-03,34,30.6,6,90.9
NERC1_Def1_Event191,1,WECC: AZ-NM-SNV,1,1984-12-13,1984-12-19,1984-12-14,349,30.6,7,97.7
NERC1_Def1_Event192,1,WECC: AZ-NM-SNV,1,2011-02-27,2011-02-28,2011-02-28,59,30.6,2,65.9
NERC1_Def1_Event193,1,WECC: AZ-NM-SNV,1,1985-11-18,1985-11-20,1985-11-19,323,30.6,3,81.8
NERC1_Def1_Event194,1,WECC: AZ-NM-SNV,1,1985-03-03,1985-03-04,1985-03-04,63,30.5,2,68.2
NERC1_Def1_Event195,1,WECC: AZ-NM-SNV,1,2016-01-01,2016-01-05,2016-01-01,1,30.5,5,86.4
NERC1_Def1_Event196,1,WECC: AZ-NM-SNV,1,1986-12-09,1986-12-14,1986-12-11,345,30.5,6,95.5
NERC1_Def1_Event197,1,WECC: AZ-NM-SNV,1,2019-12-16,2019-12-20,2019-12-17,351,30.5,5,88.6
NERC1_Def1_Event198,1,WECC: AZ-NM-SNV,1,1990-03-12,1990-03-14,1990-03-14,73,30.4,3,65.9
NERC1_Def1_Event199,1,WECC: AZ-NM-SNV,1,2005-12-15,2005-12-18,2005-12-17,351,30.4,4,86.4
NERC1_Def1_Event200,1,WECC: AZ-NM-SNV,1,1985-01-01,1985-01-05,1985-01-02,2,30.4,5,95.5
NERC1_Def1_Event201,1,WECC: AZ-NM-SNV,1,1981-12-23,1981-12-26,1981-12-24,358,30.4,4,95.5
NERC1_Def1_Event202,1,WECC: AZ-NM-SNV,1,2007-12-09,2007-12-18,2007-12-15,349,30.3,10,95.5
NERC1_Def1_Event203,1,WECC: AZ-NM-SNV,1,2003-02-06,2003-02-10,2003-02-06,37,30.3,5,86.4
NERC1_Def1_Event204,1,WECC: AZ-NM-SNV,1,1982-01-29,1982-02-09,1982-02-06,37,30.3,12,88.6
NERC1_Def1_Event205,1,WECC: AZ-NM-SNV,1,2006-01-20,2006-01-23,2006-01-21,21,30.3,4,86.4
NERC1_Def1_Event206,1,WECC: AZ-NM-SNV,1,2006-03-11,2006-03-14,2006-03-13,72,30.3,4,88.6
NERC1_Def1_Event207,1,WECC: AZ-NM-SNV,1,1987-02-19,1987-03-01,1987-02-27,58,30.3,11,95.5
NERC1_Def1_Event208,1,WECC: AZ-NM-SNV,1,2013-02-20,2013-02-27,2013-02-25,56,30.2,8,90.9
NERC1_Def1_Event209,1,WECC: AZ-NM-SNV,1,2004-01-25,2004-01-28,2004-01-26,26,30.2,4,88.6
NERC1_Def1_Event210,1,WECC: AZ-NM-SNV,1,2023-01-18,2023-02-02,2023-01-23,23,30.1,16,95.5
NERC1_Def1_Event211,1,WECC: AZ-NM-SNV,1,1990-01-16,1990-01-22,1990-01-20,20,30.1,7,97.7
NERC1_Def1_Event212,1,WECC: AZ-NM-SNV,1,1994-11-27,1994-11-30,1994-11-28,332,30.0,4,93.2
NERC1_Def1_Event213,1,WECC: AZ-NM-SNV,1,1983-01-01,1983-01-05,1983-01-01,1,30.0,5,97.7
NERC1_Def1_Event214,1,WECC: AZ-NM-SNV,1,2005-12-04,2005-12-09,2005-12-05,339,30.0,6,86.4
