UID,NERC,Region,Def,Start,End,Center,Center_DOY,T_Max_Min,Duration,Coverage
NERC6_Def8_Event202,6,WECC: NWPP,8,2018-02-19,2018-02-25,2018-02-20,51,9.3,7,85.8
NERC6_Def8_Event203,6,WECC: NWPP,8,1993-11-23,1993-11-26,1993-11-24,328,9.3,4,78.2
NERC6_Def8_Event204,6,WECC: NWPP,8,2011-02-23,2011-02-27,2011-02-26,57,9.0,5,78.2
NERC6_Def8_Event205,6,WECC: NWPP,8,2006-11-28,2006-11-30,2006-11-29,333,9.0,3,64.0
NERC6_Def8_Event206,6,WECC: NWPP,8,1984-12-16,1984-12-20,1984-12-18,353,8.7,5,81.8
NERC6_Def8_Event207,6,WECC: NWPP,8,1993-01-02,1993-01-13,1993-01-12,12,8.5,12,81.3
NERC6_Def8_Event208,6,WECC: NWPP,8,2023-02-22,2023-02-24,2023-02-23,54,8.4,3,68.4
NERC6_Def8_Event209,6,WECC: NWPP,8,2011-01-01,2011-01-03,2011-01-01,1,8.3,3,77.8
NERC6_Def8_Event210,6,WECC: NWPP,8,2023-01-29,2023-01-31,2023-01-30,30,8.2,3,71.6
NERC6_Def8_Event211,6,WECC: NWPP,8,2022-02-22,2022-02-25,2022-02-23,54,8.2,4,81.8
NERC6_Def8_Event212,6,WECC: NWPP,8,2013-01-11,2013-01-14,2013-01-13,13,7.6,4,84.9
NERC6_Def8_Event213,6,WECC: NWPP,8,2008-12-14,2008-12-21,2008-12-20,355,7.2,8,81.8
NERC6_Def8_Event214,6,WECC: NWPP,8,2006-02-16,2006-02-20,2006-02-17,48,7.1,5,78.7
NERC6_Def8_Event215,6,WECC: NWPP,8,2007-01-12,2007-01-18,2007-01-14,14,6.9,7,84.4
NERC6_Def8_Event216,6,WECC: NWPP,8,1984-01-14,1984-01-21,1984-01-18,18,6.8,8,81.8
NERC6_Def8_Event217,6,WECC: NWPP,8,1982-02-04,1982-02-11,1982-02-05,36,6.7,8,80.4
NERC6_Def8_Event218,6,WECC: NWPP,8,2016-12-16,2016-12-18,2016-12-17,352,6.6,3,44.4
NERC6_Def8_Event219,6,WECC: NWPP,8,2014-02-04,2014-02-08,2014-02-05,36,6.3,5,76.0
NERC6_Def8_Event220,6,WECC: NWPP,8,1996-01-25,1996-02-03,1996-02-02,33,5.6,10,81.3
NERC6_Def8_Event221,6,WECC: NWPP,8,1990-02-13,1990-02-18,1990-02-14,45,5.2,6,83.6
NERC6_Def8_Event222,6,WECC: NWPP,8,2017-01-02,2017-01-07,2017-01-06,6,4.9,6,71.6
NERC6_Def8_Event223,6,WECC: NWPP,8,2024-01-12,2024-01-16,2024-01-13,13,4.7,5,69.8
NERC6_Def8_Event224,6,WECC: NWPP,8,2009-12-06,2009-12-11,2009-12-09,343,4.6,6,93.3
NERC6_Def8_Event225,6,WECC: NWPP,8,2013-12-04,2013-12-10,2013-12-08,342,2.7,7,94.7
NERC6_Def8_Event226,6,WECC: NWPP,8,1985-11-17,1985-12-02,1985-11-23,327,2.5,16,97.3
NERC6_Def8_Event227,6,WECC: NWPP,8,2004-01-03,2004-01-06,2004-01-05,5,2.5,4,83.1
NERC6_Def8_Event228,6,WECC: NWPP,8,1980-01-26,1980-01-31,1980-01-28,28,2.4,6,86.7
NERC6_Def8_Event229,6,WECC: NWPP,8,2010-11-21,2010-11-26,2010-11-24,328,2.3,6,87.1
NERC6_Def8_Event230,6,WECC: NWPP,8,1985-01-27,1985-02-06,1985-02-04,35,1.9,11,87.1
NERC6_Def8_Event231,6,WECC: NWPP,8,1998-12-19,1998-12-24,1998-12-21,355,0.1,6,92.0
NERC6_Def8_Event232,6,WECC: NWPP,8,1982-01-05,1982-01-07,1982-01-06,6,-0.3,3,62.7
NERC6_Def8_Event233,6,WECC: NWPP,8,1989-02-01,1989-02-09,1989-02-04,35,-2.5,9,98.2
NERC6_Def8_Event234,6,WECC: NWPP,8,1983-12-17,1983-12-24,1983-12-23,357,-2.7,8,89.8
NERC6_Def8_Event235,6,WECC: NWPP,8,1990-12-19,1990-12-26,1990-12-21,355,-8.7,8,98.7
NERC7_Def8_Event1,7,WECC: RMPA,8,1998-07-23,1998-07-26,1998-07-25,206,58.1,4,47.7
NERC7_Def8_Event2,7,WECC: RMPA,8,1984-07-31,1984-08-02,1984-08-02,215,56.6,3,46.5
NERC7_Def8_Event3,7,WECC: RMPA,8,2012-07-07,2012-07-10,2012-07-10,192,56.3,4,46.5
NERC7_Def8_Event4,7,WECC: RMPA,8,1999-08-04,1999-08-06,1999-08-04,216,55.5,3,52.3
NERC7_Def8_Event5,7,WECC: RMPA,8,1982-07-27,1982-07-30,1982-07-30,211,55.1,4,69.8
NERC7_Def8_Event6,7,WECC: RMPA,8,1999-07-31,1999-08-02,1999-08-02,214,55.0,3,39.5
NERC7_Def8_Event7,7,WECC: RMPA,8,2013-09-11,2013-09-13,2013-09-13,256,54.3,3,47.7
NERC7_Def8_Event8,7,WECC: RMPA,8,2023-07-06,2023-07-08,2023-07-06,187,54.3,3,51.2
NERC7_Def8_Event9,7,WECC: RMPA,8,2014-07-15,2014-07-17,2014-07-17,198,54.2,3,50.0
NERC7_Def8_Event10,7,WECC: RMPA,8,1988-07-08,1988-07-10,1988-07-10,192,53.4,3,43.0
NERC7_Def8_Event11,7,WECC: RMPA,8,1985-07-19,1985-07-26,1985-07-25,206,53.3,8,53.5
NERC7_Def8_Event12,7,WECC: RMPA,8,2006-07-08,2006-07-10,2006-07-10,191,52.8,3,46.5
NERC7_Def8_Event13,7,WECC: RMPA,8,2017-08-07,2017-08-11,2017-08-11,223,52.3,5,48.8
NERC7_Def8_Event14,7,WECC: RMPA,8,2014-07-30,2014-08-01,2014-07-31,212,51.8,3,44.2
NERC7_Def8_Event15,7,WECC: RMPA,8,1997-08-10,1997-08-12,1997-08-12,224,51.7,3,58.1
NERC7_Def8_Event16,7,WECC: RMPA,8,1990-08-12,1990-08-15,1990-08-13,225,51.7,4,50.0
NERC7_Def8_Event17,7,WECC: RMPA,8,1986-07-19,1986-07-23,1986-07-21,202,51.5,5,57.0
NERC7_Def8_Event18,7,WECC: RMPA,8,1991-07-22,1991-07-26,1991-07-25,206,51.2,5,68.6
NERC7_Def8_Event19,7,WECC: RMPA,8,2000-06-26,2000-06-28,2000-06-28,180,50.5,3,59.3
NERC7_Def8_Event20,7,WECC: RMPA,8,1982-07-08,1982-07-10,1982-07-10,191,50.4,3,44.2
NERC7_Def8_Event21,7,WECC: RMPA,8,2009-07-28,2009-07-30,2009-07-30,211,50.2,3,60.5
NERC7_Def8_Event22,7,WECC: RMPA,8,2015-07-06,2015-07-09,2015-07-09,190,50.1,4,79.1
NERC7_Def8_Event23,7,WECC: RMPA,8,1981-08-09,1981-08-13,1981-08-11,223,50.1,5,66.3
NERC7_Def8_Event24,7,WECC: RMPA,8,2004-07-23,2004-07-25,2004-07-25,207,50.1,3,68.6
NERC7_Def8_Event25,7,WECC: RMPA,8,1990-07-20,1990-07-23,1990-07-23,204,49.7,4,53.5
NERC7_Def8_Event26,7,WECC: RMPA,8,1986-08-31,1986-09-02,1986-09-02,245,49.6,3,52.3
NERC7_Def8_Event27,7,WECC: RMPA,8,2021-06-25,2021-06-29,2021-06-28,179,49.1,5,74.4
NERC7_Def8_Event28,7,WECC: RMPA,8,1984-06-16,1984-06-18,1984-06-17,169,49.0,3,41.9
NERC7_Def8_Event29,7,WECC: RMPA,8,2004-06-25,2004-07-01,2004-06-28,180,48.7,7,82.6
NERC7_Def8_Event30,7,WECC: RMPA,8,1992-08-30,1992-09-01,1992-08-30,243,48.5,3,54.7
NERC7_Def8_Event31,7,WECC: RMPA,8,1990-07-12,1990-07-15,1990-07-13,194,48.5,4,45.3
NERC7_Def8_Event32,7,WECC: RMPA,8,2006-08-26,2006-08-28,2006-08-28,240,48.5,3,60.5
NERC7_Def8_Event33,7,WECC: RMPA,8,2008-08-15,2008-08-18,2008-08-18,231,48.4,4,80.2
NERC7_Def8_Event34,7,WECC: RMPA,8,1997-08-05,1997-08-07,1997-08-07,219,47.6,3,51.2
NERC7_Def8_Event35,7,WECC: RMPA,8,1983-06-26,1983-06-29,1983-06-28,179,47.1,4,76.7
NERC7_Def8_Event36,7,WECC: RMPA,8,2004-08-19,2004-08-21,2004-08-20,233,47.0,3,51.2
NERC7_Def8_Event37,7,WECC: RMPA,8,2023-06-11,2023-06-13,2023-06-13,164,46.5,3,38.4
NERC7_Def8_Event38,7,WECC: RMPA,8,1999-06-15,1999-06-17,1999-06-16,167,46.3,3,40.7
NERC7_Def8_Event39,7,WECC: RMPA,8,1999-06-11,1999-06-13,1999-06-13,164,46.3,3,38.4
NERC7_Def8_Event40,7,WECC: RMPA,8,2006-09-08,2006-09-10,2006-09-09,252,46.0,3,47.7
NERC7_Def8_Event41,7,WECC: RMPA,8,2004-06-17,2004-06-19,2004-06-17,169,46.0,3,61.6
NERC7_Def8_Event42,7,WECC: RMPA,8,1987-08-22,1987-08-28,1987-08-28,240,45.9,7,84.9
NERC7_Def8_Event43,7,WECC: RMPA,8,1995-06-29,1995-07-05,1995-06-30,181,44.0,7,89.5
NERC7_Def8_Event44,7,WECC: RMPA,8,1992-08-24,1992-08-27,1992-08-27,240,43.5,4,77.9
NERC7_Def8_Event45,7,WECC: RMPA,8,1997-09-21,1997-09-23,1997-09-21,264,42.5,3,57.0
NERC7_Def8_Event46,7,WECC: RMPA,8,2008-09-03,2008-09-05,2008-09-03,247,42.3,3,53.5
NERC7_Def8_Event47,7,WECC: RMPA,8,2010-06-12,2010-06-14,2010-06-14,165,42.3,3,53.5
NERC7_Def8_Event48,7,WECC: RMPA,8,1992-05-30,1992-06-01,1992-06-01,153,41.4,3,48.8
NERC7_Def8_Event49,7,WECC: RMPA,8,1982-06-18,1982-06-20,1982-06-19,170,41.3,3,44.2
NERC7_Def8_Event50,7,WECC: RMPA,8,1988-09-12,1988-09-15,1988-09-15,259,39.8,4,70.9
NERC7_Def8_Event51,7,WECC: RMPA,8,1982-09-12,1982-09-15,1982-09-14,257,39.8,4,88.4
NERC7_Def8_Event52,7,WECC: RMPA,8,1995-06-08,1995-06-10,1995-06-09,160,39.4,3,68.6
NERC7_Def8_Event53,7,WECC: RMPA,8,1983-06-05,1983-06-07,1983-06-06,157,39.0,3,55.8
NERC7_Def8_Event54,7,WECC: RMPA,8,2022-05-30,2022-06-01,2022-05-31,151,38.9,3,39.5
NERC7_Def8_Event55,7,WECC: RMPA,8,1999-09-12,1999-09-14,1999-09-13,256,38.3,3,47.7
NERC7_Def8_Event56,7,WECC: RMPA,8,2017-09-24,2017-09-28,2017-09-26,269,37.7,5,53.5
NERC7_Def8_Event57,7,WECC: RMPA,8,1996-05-25,1996-05-28,1996-05-28,149,37.4,4,70.9
NERC7_Def8_Event58,7,WECC: RMPA,8,1995-05-24,1995-05-31,1995-05-24,144,36.4,8,83.7
NERC7_Def8_Event59,7,WECC: RMPA,8,1996-09-18,1996-09-20,1996-09-19,263,36.1,3,69.8
NERC7_Def8_Event60,7,WECC: RMPA,8,1988-05-20,1988-05-22,1988-05-20,141,35.7,3,61.6
NERC7_Def8_Event61,7,WECC: RMPA,8,2015-05-19,2015-05-25,2015-05-20,140,35.2,7,76.7
NERC7_Def8_Event62,7,WECC: RMPA,8,1982-05-12,1982-05-14,1982-05-13,133,34.6,3,58.1
NERC7_Def8_Event63,7,WECC: RMPA,8,1998-06-04,1998-06-06,1998-06-06,157,34.3,3,37.2
NERC7_Def8_Event64,7,WECC: RMPA,8,1980-05-15,1980-05-18,1980-05-18,139,33.7,4,55.8
NERC7_Def8_Event65,7,WECC: RMPA,8,2009-09-22,2009-09-24,2009-09-22,265,32.2,3,73.3
NERC7_Def8_Event66,7,WECC: RMPA,8,1989-09-09,1989-09-14,1989-09-13,256,32.1,6,86.0
NERC7_Def8_Event67,7,WECC: RMPA,8,2001-05-03,2001-05-05,2001-05-04,124,31.7,3,54.7
NERC7_Def8_Event68,7,WECC: RMPA,8,2006-09-22,2006-09-24,2006-09-24,267,31.2,3,72.1
NERC7_Def8_Event69,7,WECC: RMPA,8,1985-09-22,1985-09-25,1985-09-23,266,30.4,4,65.1
NERC7_Def8_Event70,7,WECC: RMPA,8,2005-10-10,2005-10-12,2005-10-11,284,30.3,3,40.7
NERC7_Def8_Event71,7,WECC: RMPA,8,2019-05-08,2019-05-10,2019-05-09,129,29.7,3,59.3
NERC7_Def8_Event72,7,WECC: RMPA,8,2010-05-12,2010-05-15,2010-05-13,133,29.3,4,38.4
NERC7_Def8_Event73,7,WECC: RMPA,8,2018-10-07,2018-10-11,2018-10-10,283,29.0,5,95.3
NERC7_Def8_Event74,7,WECC: RMPA,8,1999-04-23,1999-04-25,1999-04-24,114,28.6,3,41.9
NERC7_Def8_Event75,7,WECC: RMPA,8,2022-05-21,2022-05-24,2022-05-21,141,28.5,4,40.7
NERC7_Def8_Event76,7,WECC: RMPA,8,1983-05-14,1983-05-20,1983-05-14,134,28.1,7,87.2
NERC7_Def8_Event77,7,WECC: RMPA,8,2016-04-29,2016-05-01,2016-04-30,121,28.1,3,67.4
NERC7_Def8_Event78,7,WECC: RMPA,8,2019-05-19,2019-05-23,2019-05-22,142,27.9,5,86.0
NERC7_Def8_Event79,7,WECC: RMPA,8,1980-10-16,1980-10-18,1980-10-18,292,27.7,3,65.1
NERC7_Def8_Event80,7,WECC: RMPA,8,2000-09-23,2000-09-25,2000-09-24,268,26.5,3,72.1
NERC7_Def8_Event81,7,WECC: RMPA,8,2014-04-28,2014-04-30,2014-04-30,120,26.4,3,65.1
NERC7_Def8_Event82,7,WECC: RMPA,8,1982-10-09,1982-10-13,1982-10-11,284,25.9,5,76.7
NERC7_Def8_Event83,7,WECC: RMPA,8,1999-09-27,1999-09-29,1999-09-29,272,25.7,3,33.7
NERC7_Def8_Event84,7,WECC: RMPA,8,1998-11-02,1998-11-04,1998-11-04,308,25.6,3,41.9
NERC7_Def8_Event85,7,WECC: RMPA,8,2000-10-06,2000-10-08,2000-10-08,282,25.6,3,65.1
NERC7_Def8_Event86,7,WECC: RMPA,8,2005-04-29,2005-05-02,2005-04-30,120,25.3,4,67.4
NERC7_Def8_Event87,7,WECC: RMPA,8,2015-05-09,2015-05-11,2015-05-10,130,24.9,3,64.0
NERC7_Def8_Event88,7,WECC: RMPA,8,2020-09-09,2020-09-11,2020-09-09,253,24.9,3,95.3
NERC7_Def8_Event89,7,WECC: RMPA,8,2012-10-05,2012-10-07,2012-10-07,281,24.8,3,65.1
NERC7_Def8_Event90,7,WECC: RMPA,8,1995-09-19,1995-09-24,1995-09-22,265,24.7,6,75.6
NERC7_Def8_Event91,7,WECC: RMPA,8,1998-04-15,1998-04-18,1998-04-17,107,24.3,4,55.8
NERC7_Def8_Event92,7,WECC: RMPA,8,1990-04-30,1990-05-03,1990-04-30,120,24.2,4,44.2
NERC7_Def8_Event93,7,WECC: RMPA,8,2007-04-11,2007-04-13,2007-04-12,102,24.0,3,44.2
NERC7_Def8_Event94,7,WECC: RMPA,8,1995-04-19,1995-04-23,1995-04-23,113,23.6,5,59.3
NERC7_Def8_Event95,7,WECC: RMPA,8,2014-05-12,2014-05-14,2014-05-13,133,22.8,3,59.3
NERC7_Def8_Event96,7,WECC: RMPA,8,2016-04-17,2016-04-19,2016-04-18,109,21.8,3,76.7
NERC7_Def8_Event97,7,WECC: RMPA,8,1994-04-26,1994-04-30,1994-04-27,117,21.7,5,77.9
NERC7_Def8_Event98,7,WECC: RMPA,8,1985-09-29,1985-10-02,1985-09-30,273,21.7,4,88.4
NERC7_Def8_Event99,7,WECC: RMPA,8,2009-10-09,2009-10-11,2009-10-11,284,20.1,3,58.1
NERC7_Def8_Event100,7,WECC: RMPA,8,1984-04-27,1984-04-29,1984-04-27,118,19.7,3,82.6
NERC7_Def8_Event101,7,WECC: RMPA,8,1984-04-01,1984-04-03,1984-04-03,94,19.4,3,75.6
NERC7_Def8_Event102,7,WECC: RMPA,8,1999-10-17,1999-10-19,1999-10-17,290,19.1,3,48.8
NERC7_Def8_Event103,7,WECC: RMPA,8,1983-03-25,1983-03-27,1983-03-27,86,18.7,3,66.3
NERC7_Def8_Event104,7,WECC: RMPA,8,1987-03-23,1987-03-25,1987-03-25,84,18.3,3,73.3
NERC7_Def8_Event105,7,WECC: RMPA,8,1995-03-27,1995-03-30,1995-03-28,87,17.7,4,66.3
NERC7_Def8_Event106,7,WECC: RMPA,8,1980-03-27,1980-03-29,1980-03-29,89,17.7,3,47.7
NERC7_Def8_Event107,7,WECC: RMPA,8,1997-11-10,1997-11-12,1997-11-12,316,17.4,3,59.3
NERC7_Def8_Event108,7,WECC: RMPA,8,2021-03-13,2021-03-17,2021-03-15,74,17.0,5,67.4
NERC7_Def8_Event109,7,WECC: RMPA,8,1984-10-15,1984-10-25,1984-10-17,291,17.0,11,97.7
NERC7_Def8_Event110,7,WECC: RMPA,8,1980-03-31,1980-04-03,1980-04-03,94,16.5,4,94.2
NERC7_Def8_Event111,7,WECC: RMPA,8,1992-11-03,1992-11-05,1992-11-05,310,16.1,3,66.3
NERC7_Def8_Event112,7,WECC: RMPA,8,2019-04-11,2019-04-13,2019-04-11,101,15.8,3,70.9
NERC7_Def8_Event113,7,WECC: RMPA,8,2024-11-06,2024-11-09,2024-11-07,312,15.6,4,55.8
NERC7_Def8_Event114,7,WECC: RMPA,8,1983-04-13,1983-04-15,1983-04-14,104,15.1,3,72.1
NERC7_Def8_Event115,7,WECC: RMPA,8,1985-11-13,1985-11-15,1985-11-15,319,14.4,3,66.3
NERC7_Def8_Event116,7,WECC: RMPA,8,2009-10-28,2009-10-30,2009-10-30,303,13.7,3,57.0
NERC7_Def8_Event117,7,WECC: RMPA,8,1986-11-08,1986-11-10,1986-11-10,314,12.2,3,67.4
NERC7_Def8_Event118,7,WECC: RMPA,8,2002-10-30,2002-11-03,2002-10-30,303,11.5,5,80.2
NERC7_Def8_Event119,7,WECC: RMPA,8,2023-10-28,2023-10-30,2023-10-30,303,11.0,3,39.5
NERC7_Def8_Event120,7,WECC: RMPA,8,2007-03-01,2007-03-03,2007-03-03,62,10.1,3,62.8
NERC7_Def8_Event121,7,WECC: RMPA,8,2006-03-20,2006-03-23,2006-03-21,80,10.0,4,84.9
NERC7_Def8_Event122,7,WECC: RMPA,8,2015-11-27,2015-11-30,2015-11-27,331,9.3,4,87.2
NERC7_Def8_Event123,7,WECC: RMPA,8,1980-11-14,1980-11-17,1980-11-17,322,9.1,4,88.4
NERC7_Def8_Event124,7,WECC: RMPA,8,1988-03-11,1988-03-17,1988-03-14,74,9.0,7,82.6
NERC7_Def8_Event125,7,WECC: RMPA,8,2000-11-15,2000-11-17,2000-11-17,322,8.8,3,76.7
NERC7_Def8_Event126,7,WECC: RMPA,8,1984-02-26,1984-02-28,1984-02-28,59,8.7,3,47.7
NERC7_Def8_Event127,7,WECC: RMPA,8,1983-03-16,1983-03-23,1983-03-21,80,8.5,8,98.8
NERC7_Def8_Event128,7,WECC: RMPA,8,1984-03-04,1984-03-06,1984-03-05,65,7.8,3,67.4
NERC7_Def8_Event129,7,WECC: RMPA,8,1983-04-04,1983-04-09,1983-04-06,96,7.7,6,98.8
NERC7_Def8_Event130,7,WECC: RMPA,8,2010-02-20,2010-02-22,2010-02-22,53,7.7,3,76.7
NERC7_Def8_Event131,7,WECC: RMPA,8,2000-11-10,2000-11-13,2000-11-13,318,6.6,4,90.7
NERC7_Def8_Event132,7,WECC: RMPA,8,1991-11-29,1991-12-02,1991-12-01,335,5.9,4,69.8
NERC7_Def8_Event133,7,WECC: RMPA,8,1992-11-23,1992-11-25,1992-11-25,330,5.7,3,70.9
NERC7_Def8_Event134,7,WECC: RMPA,8,1998-03-07,1998-03-09,1998-03-08,67,5.4,3,74.4
NERC7_Def8_Event135,7,WECC: RMPA,8,2005-12-16,2005-12-18,2005-12-17,351,5.4,3,62.8
NERC7_Def8_Event136,7,WECC: RMPA,8,1997-04-11,1997-04-13,1997-04-12,102,5.3,3,77.9
NERC7_Def8_Event137,7,WECC: RMPA,8,2019-02-17,2019-02-21,2019-02-18,49,5.2,5,75.6
NERC7_Def8_Event138,7,WECC: RMPA,8,1985-01-20,1985-01-22,1985-01-20,20,4.7,3,67.4
NERC7_Def8_Event139,7,WECC: RMPA,8,1987-03-28,1987-03-30,1987-03-29,88,4.3,3,82.6
NERC7_Def8_Event140,7,WECC: RMPA,8,1995-02-11,1995-02-13,1995-02-13,44,3.9,3,52.3
NERC7_Def8_Event141,7,WECC: RMPA,8,1985-11-18,1985-11-23,1985-11-20,324,3.6,6,84.9
NERC7_Def8_Event142,7,WECC: RMPA,8,2001-11-26,2001-11-28,2001-11-28,332,3.5,3,64.0
NERC7_Def8_Event143,7,WECC: RMPA,8,1987-12-24,1987-12-27,1987-12-25,359,3.2,4,87.2
NERC7_Def8_Event144,7,WECC: RMPA,8,2014-11-15,2014-11-17,2014-11-16,320,3.1,3,62.8
NERC7_Def8_Event145,7,WECC: RMPA,8,1997-11-14,1997-11-16,1997-11-15,319,2.9,3,48.8
NERC7_Def8_Event146,7,WECC: RMPA,8,1990-02-14,1990-02-16,1990-02-16,47,2.7,3,52.3
NERC7_Def8_Event147,7,WECC: RMPA,8,1980-01-26,1980-01-30,1980-01-27,27,2.6,5,68.6
NERC7_Def8_Event148,7,WECC: RMPA,8,1985-11-30,1985-12-02,1985-12-01,335,2.6,3,58.1
NERC7_Def8_Event149,7,WECC: RMPA,8,2015-02-26,2015-03-01,2015-02-27,58,2.1,4,86.0
NERC7_Def8_Event150,7,WECC: RMPA,8,1989-12-16,1989-12-18,1989-12-17,351,1.9,3,74.4
NERC7_Def8_Event151,7,WECC: RMPA,8,2022-03-06,2022-03-11,2022-03-10,69,1.5,6,82.6
NERC7_Def8_Event152,7,WECC: RMPA,8,1987-12-13,1987-12-15,1987-12-15,349,1.4,3,75.6
NERC7_Def8_Event153,7,WECC: RMPA,8,1988-01-03,1988-01-08,1988-01-07,7,1.0,6,76.7
NERC7_Def8_Event154,7,WECC: RMPA,8,2018-02-20,2018-02-22,2018-02-20,51,0.7,3,62.8
NERC7_Def8_Event155,7,WECC: RMPA,8,2019-03-03,2019-03-05,2019-03-04,63,0.1,3,76.7
NERC7_Def8_Event156,7,WECC: RMPA,8,1991-10-29,1991-11-03,1991-11-03,307,-0.9,6,100.0
NERC7_Def8_Event157,7,WECC: RMPA,8,1982-12-28,1982-12-30,1982-12-29,363,-1.1,3,86.0
NERC7_Def8_Event158,7,WECC: RMPA,8,2022-02-22,2022-02-26,2022-02-23,54,-1.4,5,86.0
NERC7_Def8_Event159,7,WECC: RMPA,8,1988-01-18,1988-01-21,1988-01-20,20,-1.6,4,74.4
NERC7_Def8_Event160,7,WECC: RMPA,8,1993-02-15,1993-02-17,1993-02-16,47,-1.9,3,74.4
NERC7_Def8_Event161,7,WECC: RMPA,8,1987-01-15,1987-01-17,1987-01-17,17,-2.0,3,62.8
NERC7_Def8_Event162,7,WECC: RMPA,8,2011-12-03,2011-12-06,2011-12-06,340,-2.3,4,72.1
NERC7_Def8_Event163,7,WECC: RMPA,8,1993-11-24,1993-11-26,1993-11-25,329,-2.3,3,70.9
NERC7_Def8_Event164,7,WECC: RMPA,8,2019-10-28,2019-11-01,2019-10-30,303,-2.7,5,96.5
NERC7_Def8_Event165,7,WECC: RMPA,8,1986-02-07,1986-02-12,1986-02-11,42,-3.4,6,98.8
NERC7_Def8_Event166,7,WECC: RMPA,8,2004-01-04,2004-01-06,2004-01-06,6,-3.6,3,57.0
NERC7_Def8_Event167,7,WECC: RMPA,8,2023-01-29,2023-01-31,2023-01-30,30,-3.6,3,66.3
NERC7_Def8_Event168,7,WECC: RMPA,8,2013-01-12,2013-01-15,2013-01-15,15,-4.4,4,88.4
NERC7_Def8_Event169,7,WECC: RMPA,8,2014-11-11,2014-11-13,2014-11-13,317,-4.4,3,69.8
NERC7_Def8_Event170,7,WECC: RMPA,8,1994-01-30,1994-02-01,1994-01-31,31,-4.4,3,79.1
NERC7_Def8_Event171,7,WECC: RMPA,8,2007-01-12,2007-01-15,2007-01-15,15,-4.8,4,86.0
NERC7_Def8_Event172,7,WECC: RMPA,8,2006-02-17,2006-02-19,2006-02-18,49,-5.2,3,64.0
NERC7_Def8_Event173,7,WECC: RMPA,8,1985-12-09,1985-12-13,1985-12-11,345,-5.4,5,91.9
NERC7_Def8_Event174,7,WECC: RMPA,8,1996-12-17,1996-12-19,1996-12-18,353,-5.9,3,57.0
NERC7_Def8_Event175,7,WECC: RMPA,8,2007-01-30,2007-02-02,2007-02-02,33,-6.1,4,84.9
NERC7_Def8_Event176,7,WECC: RMPA,8,2017-01-04,2017-01-06,2017-01-06,6,-6.6,3,61.6
NERC7_Def8_Event177,7,WECC: RMPA,8,2005-12-04,2005-12-08,2005-12-08,342,-7.9,5,77.9
NERC7_Def8_Event178,7,WECC: RMPA,8,2013-12-05,2013-12-09,2013-12-06,340,-7.9,5,98.8
NERC7_Def8_Event179,7,WECC: RMPA,8,2009-12-06,2009-12-10,2009-12-09,343,-8.5,5,96.5
NERC7_Def8_Event180,7,WECC: RMPA,8,1998-12-20,1998-12-23,1998-12-22,356,-8.9,4,81.4
NERC7_Def8_Event181,7,WECC: RMPA,8,1997-01-11,1997-01-13,1997-01-12,12,-9.3,3,87.2
NERC7_Def8_Event182,7,WECC: RMPA,8,1996-01-31,1996-02-03,1996-02-02,33,-9.3,4,80.2
NERC7_Def8_Event183,7,WECC: RMPA,8,2024-01-11,2024-01-16,2024-01-16,16,-10.3,6,91.9
NERC7_Def8_Event184,7,WECC: RMPA,8,2021-02-12,2021-02-15,2021-02-15,46,-10.5,4,75.6
NERC7_Def8_Event185,7,WECC: RMPA,8,2014-12-29,2014-12-31,2014-12-31,365,-12.2,3,73.3
NERC7_Def8_Event186,7,WECC: RMPA,8,2014-02-04,2014-02-06,2014-02-06,37,-12.5,3,74.4
NERC7_Def8_Event187,7,WECC: RMPA,8,1985-01-30,1985-02-06,1985-02-01,32,-13.2,8,100.0
NERC7_Def8_Event188,7,WECC: RMPA,8,1989-02-03,1989-02-08,1989-02-05,36,-14.0,6,100.0
NERC7_Def8_Event189,7,WECC: RMPA,8,1984-01-13,1984-01-20,1984-01-18,18,-14.3,8,97.7
NERC7_Def8_Event190,7,WECC: RMPA,8,1983-12-17,1983-12-25,1983-12-24,358,-15.2,9,86.0
NERC7_Def8_Event191,7,WECC: RMPA,8,1982-02-02,1982-02-05,1982-02-05,36,-15.6,4,93.0
NERC7_Def8_Event192,7,WECC: RMPA,8,1990-12-20,1990-12-23,1990-12-22,356,-18.8,4,96.5
NERC8_Def8_Event1,8,SPP,8,1995-08-01,1995-08-03,1995-08-01,213,68.7,3,41.2
NERC8_Def8_Event2,8,SPP,8,1983-07-14,1983-07-17,1983-07-15,196,68.5,4,51.9
NERC8_Def8_Event3,8,SPP,8,2007-06-27,2007-07-02,2007-07-02,183,66.0,6,70.0
NERC8_Def8_Event4,8,SPP,8,2007-07-11,2007-07-13,2007-07-11,192,65.4,3,55.9
NERC8_Def8_Event5,8,SPP,8,2005-08-14,2005-08-16,2005-08-15,227,64.9,3,67.2
NERC8_Def8_Event6,8,SPP,8,2021-07-19,2021-07-21,2021-07-21,202,64.5,3,38.1
NERC8_Def8_Event7,8,SPP,8,2017-08-06,2017-08-09,2017-08-08,220,64.0,4,54.7
NERC8_Def8_Event8,8,SPP,8,2021-06-28,2021-07-03,2021-07-03,184,64.0,6,71.6
NERC8_Def8_Event9,8,SPP,8,1989-08-13,1989-08-17,1989-08-13,225,63.2,5,53.1
NERC8_Def8_Event10,8,SPP,8,2015-07-07,2015-07-10,2015-07-09,190,63.1,4,74.1
